t,x,y,z
0.75862,0.02159,0.21307,9.81741
0.759872,0.0144516,0.216589,9.81694
0.761124,0.00731325,0.223727,9.80742
0.762376,0.0012554,0.230325,9.79953
0.763628,-0.00112405,0.235084,9.79715
0.76488,-0.000949751,0.2378,9.79732
0.766132,0.00856805,0.233041,9.80684
0.767383,0.0161609,0.230689,9.81154
0.768635,0.0161609,0.237827,9.79727
0.769887,0.0166126,0.24361,9.7848
0.771139,0.0189921,0.24361,9.78004
0.772391,0.0213715,0.244032,9.77697
0.773643,0.023751,0.246412,9.78173
0.774895,0.0261304,0.248791,9.78452
0.776146,0.0285099,0.251171,9.77738
0.777398,0.0316158,0.25464,9.77206
0.77865,0.038754,0.264157,9.77682
0.779902,0.044224,0.27234,9.77991
0.781154,0.0394653,0.27234,9.77277
0.782406,0.0347066,0.272644,9.76655
0.783657,0.029948,0.275024,9.76655
0.784909,0.02656,0.275758,9.7671
0.786161,0.0336976,0.263862,9.77185
0.787413,0.0398588,0.253431,9.77612
0.788665,0.0374797,0.25581,9.77612
0.789917,0.0353145,0.257547,9.77677
0.791169,0.0353145,0.252789,9.7839
0.79242,0.0356815,0.248949,9.79086
0.793672,0.0404394,0.256086,9.79561
0.794924,0.0448913,0.26307,9.79991
0.796176,0.0448913,0.267828,9.79753
0.797428,0.0447688,0.272708,9.79577
0.79868,0.04239,0.279844,9.80528
0.799932,0.0400111,0.286522,9.81397
0.801183,0.0376323,0.281764,9.80208
0.802435,0.0355584,0.277129,9.79067
0.803687,0.0450737,0.277129,9.79781
0.804939,0.0543775,0.277099,9.80476
0.806191,0.047241,0.27472,9.79763
0.807443,0.0401046,0.272341,9.79049
0.808694,0.0377246,0.269962,9.79287
0.809946,0.0353458,0.267583,9.79525
0.811198,0.0400094,0.265205,9.79997
0.81245,0.044767,0.262826,9.80473
0.813702,0.0402579,0.262764,9.8118
0.814954,0.0355003,0.262764,9.81894
0.816206,0.0421737,0.258191,9.82379
0.817457,0.0493118,0.253432,9.82855
0.818709,0.0406515,0.255444,9.83105
0.819961,0.0311327,0.257824,9.83343
0.821213,0.0349822,0.255747,9.83358
0.822465,0.0397416,0.253367,9.83358
0.823717,0.0379038,0.250988,9.82699
0.824968,0.0355241,0.248608,9.81985
0.82622,0.0331444,0.246228,9.81705
0.827472,0.0307648,0.243849,9.81467
0.828724,0.026244,0.239328,9.81015
0.829976,0.0214846,0.234569,9.80539
0.831228,0.033621,0.231921,9.80908
0.83248,0.0478989,0.229542,9.81384
0.833731,0.0517625,0.229245,9.81235
0.834983,0.0541421,0.229245,9.80997
0.836235,0.050361,0.231298,9.80964
0.837487,0.0456019,0.233678,9.80964
0.838739,0.0428671,0.238082,9.81572
0.839991,0.0404876,0.242841,9.82285
0.841243,0.0420977,0.241615,9.81403
0.842494,0.0444771,0.239236,9.80214
0.843746,0.042926,0.234891,9.81186
0.844998,0.0405466,0.230132,9.82613
0.84625,0.0342961,0.223438,9.82493
0.847502,0.027158,0.2163,9.82017
0.848754,0.0276435,0.220597,9.80778
0.850005,0.0300228,0.227735,9.79351
0.851257,0.0324021,0.223617,9.79612
0.852509,0.0347813,0.216479,9.80326
0.853761,0.0297761,0.207495,9.80485
0.855013,0.0226383,0.197978,9.80485
