time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.389737,-0.6996,-0.1342,3.5198,3.591
5.395987,-0.6959,-0.0212,3.8413,3.904
5.401124,-0.6922,0.1061,4.2677,4.325
5.405498,-0.5856,0.2093,4.7460,4.787
5.413425,-0.4596,0.2882,5.1565,5.185
5.417433,-0.2909,0.2709,5.3511,5.366
5.421372,-0.1355,0.1099,5.4257,5.428
5.425096,-0.0159,-0.1278,5.5383,5.540
5.430021,0.1114,-0.3033,5.6650,5.674
5.435597,0.2088,-0.4264,5.7437,5.763
5.440640,0.2819,-0.5307,5.7649,5.796
5.445564,0.2747,-0.6211,5.7000,5.740
5.452241,0.2171,-0.6688,5.6354,5.679
5.455553,0.1008,-0.6694,5.5470,5.588
5.461065,-0.0973,-0.6949,5.5020,5.547
5.465582,-0.3194,-0.6974,5.5386,5.591
5.470923,-0.5468,-0.6627,5.6566,5.721
5.475771,-0.7038,-0.6390,5.8033,5.881
5.480408,-0.7624,-0.6648,6.0073,6.092
5.485034,-0.7954,-0.7450,6.2495,6.344
5.490162,-0.8288,-0.8558,6.6060,6.713
5.497809,-0.9142,-0.8681,6.9571,7.070
5.500487,-1.0202,-0.8109,7.0587,7.178
5.505571,-1.1326,-0.7948,6.9876,7.123
5.512931,-1.2411,-0.8914,6.8540,7.022
5.515920,-1.4167,-1.1058,6.6963,6.933
5.519949,-1.5821,-1.3520,6.4908,6.816
5.525463,-1.6803,-1.5539,6.2374,6.644
5.530285,-1.6680,-1.7355,5.8503,6.326
5.535571,-1.5874,-1.9592,5.2628,5.836
5.540586,-1.5419,-2.3062,4.6139,5.384
5.546130,-1.5160,-2.7424,3.9661,5.055
5.550668,-1.5429,-3.1142,3.3958,4.859
5.555195,-1.5746,-3.3453,2.6974,4.577
5.561760,-1.5181,-3.4692,1.8664,4.222
5.566475,-1.3852,-3.5720,1.0944,3.984
5.571324,-1.2707,-3.6823,0.5296,3.931
5.577263,-1.1894,-3.6998,0.0905,3.887
5.581594,-1.1756,-3.6389,-0.3763,3.843
5.586011,-1.2106,-3.5522,-0.8274,3.843
5.590979,-1.2710,-3.4829,-1.2486,3.912
5.597255,-1.3191,-3.3977,-1.6303,3.993
5.601731,-1.3749,-3.3299,-2.0252,4.133
5.607496,-1.4772,-3.2362,-2.4140,4.299
5.617816,-1.5932,-3.0638,-2.7298,4.402
5.618982,-1.6086,-2.8410,-3.0062,4.438
5.625795,-1.4576,-2.6395,-3.3292,4.492
5.626487,-1.1220,-2.4874,-3.5985,4.516
5.632043,-0.6371,-2.5371,-3.7999,4.613
5.636838,-0.1104,-2.7354,-3.9908,4.840
5.641790,0.3564,-3.0000,-4.2386,5.205
5.646046,0.7872,-3.2010,-4.5622,5.628
5.650877,1.1065,-3.3811,-4.9089,6.062
5.656062,1.3107,-3.5257,-5.3124,6.509
5.662684,1.3587,-3.5633,-5.7962,6.938
5.666561,1.3001,-3.4561,-6.3077,7.309
5.671526,1.1751,-3.1804,-6.8132,7.610
5.676871,1.0334,-2.8181,-7.2696,7.865
5.680636,0.9482,-2.4650,-7.7058,8.146
5.688999,0.8868,-2.2359,-8.0692,8.420
5.691817,0.8638,-2.1596,-8.3310,8.650
5.697312,0.8640,-2.2116,-8.5156,8.840
5.701119,0.8674,-2.3435,-8.6566,9.010
5.706547,0.8066,-2.4922,-8.7734,9.156
5.715448,0.7050,-2.5947,-8.8328,9.233
5.716258,0.6150,-2.5213,-8.9212,9.291
5.743659,0.5838,-2.3004,-8.8858,9.197
5.744662,0.6007,-1.9652,-8.7938,9.031
5.746815,0.6083,-1.6021,-8.7554,8.922
5.747560,0.5736,-1.2735,-8.7752,8.886
5.748004,0.5588,-1.0465,-8.6619,8.743
5.748389,0.5532,-0.9695,-8.4730,8.546
5.753156,0.6274,-0.9899,-8.3233,8.405
5.756820,0.7569,-1.1033,-8.2366,8.345
5.763262,0.8749,-1.2662,-8.1459,8.290
5.769560,0.9143,-1.3777,-7.9701,8.140
5.773122,0.8798,-1.3896,-7.7334,7.906
5.777291,0.7714,-1.2158,-7.5268,7.663
5.781990,0.6565,-0.8706,-7.2834,7.365
5.788510,0.5785,-0.5268,-7.0031,7.047
5.792869,0.5006,-0.2894,-6.7961,6.821
5.796819,0.3824,-0.1586,-6.5665,6.580
5.803307,0.3114,-0.0343,-6.2617,6.270
5.806798,0.3690,0.0829,-5.8241,5.836
5.810997,0.5386,0.1202,-5.3350,5.363
5.816265,0.7180,-0.0045,-4.8180,4.871
5.821551,0.8871,-0.3061,-4.3207,4.421
5.826814,1.0320,-0.6416,-4.0294,4.209
5.830902,1.1736,-0.8872,-3.9533,4.218
5.836182,1.2993,-1.0580,-3.8289,4.180
5.841884,1.3862,-1.1787,-3.5461,3.986
5.845898,1.4918,-1.1830,-3.2578,3.773
5.853026,1.6792,-0.9657,-3.1555,3.703
5.857136,1.8594,-0.5794,-3.2819,3.816
5.865730,1.9344,-0.0765,-3.3404,3.861
5.866979,1.7985,0.3665,-3.0298,3.542
5.873036,1.6312,0.5302,-2.4749,3.011
5.877170,1.4484,0.5683,-1.9440,2.490
5.883683,1.1613,0.5814,-1.5183,1.998
5.886804,0.8445,0.6503,-1.1688,1.582
5.892261,0.4773,0.7452,-0.9670,1.311
5.898613,0.0492,0.7070,-0.8118,1.078
5.902821,0.0425,-0.2295,0.4827,0.536
5.914318,0.1211,-1.2213,1.2263,1.735
5.915339,-0.8340,-0.3139,-0.8032,1.200
5.916708,-1.3150,0.4048,-2.0816,2.495
5.923273,-1.1208,0.4198,-2.4429,2.720
5.927056,-1.0009,0.1159,-2.0799,2.311
5.931716,-1.0538,-0.1224,-1.4820,1.823
5.936846,-0.9846,-0.2557,-1.0613,1.470
5.942344,-0.7650,-0.2870,-1.1244,1.390
5.947433,-0.5942,-0.1526,-1.5660,1.682
5.953401,-0.4751,0.0152,-1.9510,2.008
5.957061,-0.2923,0.1511,-2.3473,2.370
5.964480,-0.1121,0.2375,-2.7268,2.739
5.967527,-0.0541,0.3142,-2.9180,2.935
5.973163,-0.1245,0.4106,-2.8068,2.839
5.977519,-0.1773,0.4838,-2.4225,2.477
5.982548,-0.1433,0.5334,-1.9522,2.029
5.988327,-0.1343,0.5687,-1.5681,1.673
5.993286,-0.1368,0.4935,-1.2268,1.329
6.002066,-0.2362,0.3169,-0.9854,1.062
6.004657,-0.3690,0.0617,-0.7378,0.827
6.010031,-0.4778,-0.1923,-0.3063,0.599
6.012446,-0.5015,-0.3985,0.0511,0.643
6.017410,-0.4342,-0.5349,0.2157,0.722
6.022950,-0.2456,-0.5555,0.3036,0.679
6.028002,0.0179,-0.5146,0.4063,0.656
6.033412,0.2145,-0.5138,0.5912,0.812
6.038817,0.1825,-0.5869,0.9158,1.103
6.042164,-0.0361,-0.6337,1.3417,1.484
6.048316,-0.1848,-0.5678,1.6579,1.762
6.053718,-0.1828,-0.4178,1.6206,1.684
6.058173,-0.1621,-0.2313,1.2877,1.318
6.065321,-0.1921,-0.0749,1.0086,1.029
6.067982,-0.3207,0.0091,1.0077,1.058
6.073418,-0.4340,0.0977,1.0597,1.149
6.079248,-0.4168,0.2097,0.9400,1.049
6.084279,-0.3539,0.2536,0.7636,0.879
6.088605,-0.3115,0.2719,0.8274,0.925
6.093430,-0.3004,0.3453,1.0404,1.137
6.103667,-0.3218,0.4539,1.2349,1.354
6.104463,-0.2465,0.5305,1.2055,1.340
6.111286,-0.1497,0.5650,1.1344,1.276
6.112868,-0.0306,0.5864,1.1553,1.296
6.121070,0.0917,0.5329,1.3017,1.410
6.124959,0.2261,0.3952,1.4200,1.491
6.129911,0.3622,0.2265,1.5103,1.570
6.132618,0.5275,0.0507,1.6108,1.696
6.139590,0.6830,-0.0653,1.5588,1.703
6.143567,0.7050,-0.0979,1.3499,1.526
6.147960,0.6567,-0.1620,1.0941,1.286
6.155198,0.5777,-0.2624,0.9209,1.118
6.159692,0.4156,-0.3749,0.8110,0.985
6.164357,0.1505,-0.3748,0.7592,0.860
6.168212,-0.1755,-0.2904,0.6363,0.721
6.173616,-0.5006,-0.1547,0.4375,0.683
6.178476,-0.7628,0.0182,0.2008,0.789
6.183275,-0.9958,0.2147,0.0076,1.019
6.189474,-1.2186,0.3303,-0.1281,1.269
6.195225,-1.3593,0.3271,-0.1968,1.412
6.203812,-1.3573,0.3153,-0.1749,1.404
6.205832,-1.2046,0.3093,-0.1199,1.249
6.209630,-0.8646,0.2321,-0.0510,0.897
6.212362,-0.4763,0.0119,-0.0302,0.477
6.217672,-0.0968,-0.2792,-0.0911,0.309
6.224157,0.2509,-0.5217,-0.3101,0.657
6.227812,0.5688,-0.7155,-0.4859,1.035
6.233682,0.7390,-0.8419,-0.5419,1.244
6.238572,0.6997,-0.8533,-0.4591,1.195
6.242778,0.4848,-0.7596,-0.4146,0.992
6.247904,0.1952,-0.5846,-0.5279,0.812
6.253154,-0.0674,-0.3617,-0.6888,0.781
6.258905,-0.2414,-0.1818,-0.7587,0.817
6.265328,-0.3469,-0.0491,-0.6708,0.757
6.268890,-0.4191,-0.0065,-0.5689,0.707
6.273516,-0.4017,-0.0682,-0.4579,0.613
6.279054,-0.2857,-0.2245,-0.4239,0.558
6.284529,-0.1041,-0.3846,-0.4381,0.592
6.288204,0.0480,-0.5105,-0.4572,0.687
6.292992,0.1472,-0.6263,-0.4286,0.773
6.300263,0.2026,-0.7705,-0.3523,0.871
6.305514,0.2143,-0.8525,-0.2808,0.923
6.310451,0.1246,-0.7625,-0.2142,0.802
6.315209,0.0245,-0.5823,-0.2098,0.619
6.319061,-0.0663,-0.4123,-0.2961,0.512
6.323633,-0.1376,-0.2572,-0.4013,0.496
6.328781,-0.1897,-0.1503,-0.4347,0.497
6.334126,-0.1510,-0.0246,-0.4249,0.452
6.339666,-0.0074,0.1342,-0.4724,0.491
6.344875,0.1702,0.2926,-0.5390,0.636
6.350509,0.3196,0.4694,-0.4952,0.753
6.354537,0.4313,0.6978,-0.3748,0.902
6.359962,0.5147,0.8916,-0.2924,1.070
6.363569,0.6179,0.9788,-0.2673,1.188
6.369537,0.7460,0.9505,-0.2992,1.245
6.373686,0.9038,0.8688,-0.3022,1.290
6.379500,1.0480,0.7579,-0.2379,1.315
6.384746,1.1445,0.6082,-0.1784,1.308
6.390328,1.1835,0.3628,-0.2096,1.255
6.396053,1.1794,0.1175,-0.4034,1.252
6.403409,1.1706,0.0164,-0.6305,1.330
6.407697,1.0992,0.0787,-0.7715,1.345
6.414483,0.9405,0.2712,-0.8170,1.275
6.415326,0.7411,0.5750,-0.8487,1.265
6.421368,0.5959,0.9139,-0.9051,1.418
6.424796,0.5575,1.2066,-0.9814,1.652
6.429767,0.5984,1.3718,-1.1156,1.867
6.435450,0.7775,1.3477,-1.1356,1.926
6.440085,1.0236,1.2012,-0.9647,1.850
6.444729,1.2409,1.0420,-0.7418,1.782
6.450563,1.4107,0.8885,-0.5816,1.766
6.454638,1.4190,0.7927,-0.4788,1.694
6.459827,1.2944,0.7779,-0.3473,1.550
6.465260,1.1037,0.8772,-0.2444,1.431
6.470103,0.9179,1.0904,-0.3040,1.457
6.475142,0.7758,1.3647,-0.4972,1.647
6.479615,0.6775,1.6526,-0.6805,1.911
6.484061,0.6563,1.8686,-0.8205,2.144
6.488888,0.7166,1.9654,-0.9222,2.286
6.495044,0.8246,1.9626,-0.9906,2.348
6.512913,0.8987,1.8464,-1.0783,2.319
6.513845,0.9824,1.7224,-1.0947,2.265
6.514385,1.1094,1.6146,-0.9824,2.192
6.514941,1.2561,1.4751,-0.8562,2.118
6.522267,1.4272,1.2940,-0.7400,2.064
6.525918,1.6075,1.1712,-0.5954,2.076
6.532595,1.7676,1.1399,-0.4655,2.154
6.536332,1.8303,1.1807,-0.4172,2.218
6.540143,1.7144,1.3367,-0.4791,2.226
6.545748,1.4538,1.5696,-0.5746,2.215
6.550781,1.1201,1.8316,-0.6176,2.234
6.554670,0.7035,2.0841,-0.6177,2.285
6.560741,0.2992,2.2841,-0.6275,2.388
6.565994,-0.0113,2.3981,-0.6375,2.481
6.572540,-0.1940,2.4307,-0.5614,2.502
6.576592,-0.3104,2.4105,-0.4327,2.469
6.580236,-0.3837,2.3420,-0.2705,2.389
6.585306,-0.4706,2.2299,-0.1896,2.287
6.590416,-0.5562,2.1076,-0.1802,2.187
6.595724,-0.5869,2.0035,-0.1656,2.094
6.605845,-0.6491,1.9797,-0.1172,2.087
6.606969,-0.6811,1.9833,-0.0445,2.097
6.610760,-0.7317,2.0381,-0.0864,2.167
6.615490,-0.7676,2.1300,-0.2809,2.281
6.620715,-0.7549,2.2161,-0.5371,2.402
6.625577,-0.7219,2.2822,-0.8023,2.525
6.632107,-0.7211,2.3286,-0.9762,2.626
6.635972,-0.7245,2.3553,-1.0923,2.695
6.640793,-0.7133,2.4059,-1.1891,2.777
6.646007,-0.6739,2.4900,-1.2332,2.859
6.652375,-0.5926,2.5887,-1.2390,2.930
6.655302,-0.5509,2.7117,-1.2594,3.040
6.660554,-0.5443,2.8688,-1.3374,3.212
6.666444,-0.5675,3.0506,-1.4059,3.407
6.670956,-0.5816,3.2045,-1.4841,3.579
6.677671,-0.5621,3.3162,-1.6007,3.725
6.681873,-0.5228,3.3473,-1.7029,3.792
6.688477,-0.4634,3.3167,-1.7285,3.769
6.691384,-0.4174,3.2431,-1.6297,3.653
6.696502,-0.3368,3.1167,-1.5740,3.508
6.699971,-0.1400,2.9376,-1.6377,3.366
6.706675,0.1541,2.8155,-1.7633,3.326
6.717250,0.5028,2.8078,-1.9221,3.440
6.718347,0.8049,2.8904,-1.9801,3.595
6.721632,1.0266,3.0588,-2.0235,3.808
6.725499,1.1724,3.2603,-2.1147,4.059
6.730298,1.2954,3.4855,-2.2248,4.333
6.735120,1.4769,3.6484,-2.3204,4.569
6.741162,1.6882,3.7344,-2.3871,4.743
6.746499,1.8949,3.7582,-2.3294,4.810
6.752017,2.0482,3.7816,-2.2047,4.833
6.756328,2.1765,3.7905,-2.1423,4.868
6.762508,2.3083,3.7421,-2.1087,4.876
6.766989,2.4915,3.5126,-2.0084,4.752
6.771219,2.6727,3.0308,-1.8079,4.427
6.776624,2.8268,2.3883,-1.5268,4.003
6.780258,2.9281,1.7336,-1.1937,3.606
6.785965,2.9662,1.1721,-0.8328,3.296
6.791480,2.9215,0.7228,-0.5062,3.052
6.795555,2.7707,0.2754,-0.3477,2.806
6.801277,2.5635,-0.1220,-0.4192,2.600
6.806711,2.2967,-0.4601,-0.5578,2.408
6.817708,1.9716,-0.7298,-0.5958,2.185
6.818883,1.6218,-0.9311,-0.4711,1.929
6.821748,1.3148,-1.0645,-0.2509,1.710
6.826515,1.0276,-1.2066,-0.1026,1.588
6.830449,0.7238,-1.4485,0.1030,1.623
6.836188,0.4422,-1.7232,0.5046,1.849
6.840981,0.2011,-2.0313,0.9919,2.269
6.847218,0.1138,-2.4014,1.4932,2.830
6.851545,0.0541,-2.8197,1.9798,3.446
6.856793,-0.0788,-3.2571,2.1983,3.930
6.861206,-0.3123,-3.6564,2.1920,4.275
6.866437,-0.5110,-4.0427,2.1670,4.615
6.872071,-0.5940,-4.5035,2.2813,5.083
6.876150,-0.6150,-4.9968,2.3770,5.567
6.883449,-0.8219,-5.3809,2.3923,5.946
6.887624,-1.2893,-5.5133,2.4708,6.178
6.892373,-2.0066,-5.3369,2.5548,6.248
6.899938,-2.7855,-4.9241,2.4578,6.168
6.901161,-3.4178,-4.4755,2.1991,6.045
6.907225,-3.8927,-4.0678,2.0705,5.999
6.917506,-4.1727,-3.6910,2.0671,5.942
6.918852,-4.2168,-3.4595,2.1697,5.870
6.921714,-4.0420,-3.4731,2.2348,5.779
6.926645,-3.7216,-3.7543,2.0567,5.672
6.930934,-3.3030,-4.1774,1.6883,5.587
6.936710,-2.8666,-4.5593,1.1775,5.513
6.942327,-2.4219,-4.7738,0.6581,5.393
6.946904,-2.0320,-4.8388,0.1968,5.252
6.952029,-1.6928,-4.8816,-0.1444,5.169
6.956154,-1.4243,-4.9724,-0.4475,5.192
6.962791,-1.2461,-5.0760,-0.7844,5.285
6.966865,-1.0347,-5.1055,-0.9690,5.299
6.972642,-0.8453,-4.9077,-0.9297,5.066
6.978168,-0.6563,-4.5063,-0.7914,4.622
6.983014,-0.5451,-3.9829,-0.6498,4.072
6.989346,-0.5019,-3.4763,-0.5100,3.549
6.992845,-0.4346,-3.1402,-0.3717,3.192
6.997581,-0.2180,-3.0370,-0.1536,3.049
7.002636,0.1579,-3.0719,0.1733,3.081
7.007609,0.5308,-3.1360,0.5324,3.225
7.018024,0.7622,-3.1158,0.9145,3.335
7.019103,0.8381,-2.9124,1.2433,3.276
7.023391,0.7737,-2.5845,1.5143,3.094
7.028961,0.5659,-2.2959,1.6608,2.890
7.032322,0.2780,-2.0140,1.8362,2.740
7.038881,0.0250,-1.6826,2.1123,2.701
7.043391,-0.1844,-1.4419,2.4271,2.829
7.048524,-0.3514,-1.3980,2.6467,3.014
7.052144,-0.4231,-1.6181,2.6756,3.155
7.057523,-0.4324,-1.9153,2.5428,3.213
7.063394,-0.4024,-2.1353,2.2770,3.147
7.068015,-0.3809,-2.2099,1.9259,2.956
7.073043,-0.3582,-2.1615,1.5373,2.676
7.077257,-0.3103,-1.9930,1.1443,2.319
7.083431,-0.2898,-1.7608,0.8090,1.959
7.089183,-0.3154,-1.5740,0.6171,1.720
7.093910,-0.4356,-1.3318,0.6737,1.555
7.100207,-0.6005,-1.0206,0.9260,1.503
7.104634,-0.7739,-0.7180,1.2110,1.607
7.107475,-0.8509,-0.5350,1.3617,1.693
7.117921,-0.9029,-0.5010,1.3927,1.734
7.120107,-0.9435,-0.5976,1.3233,1.732
7.123900,-0.8712,-0.8205,1.1634,1.669
7.128775,-0.7615,-1.0982,1.0424,1.695
7.134578,-0.6281,-1.3636,0.8359,1.718
7.138162,-0.4312,-1.5974,0.5247,1.736
7.144314,-0.2465,-1.7507,0.1807,1.777
7.148104,-0.0926,-1.8180,-0.0815,1.822
7.155079,-0.0227,-1.7744,-0.2095,1.787
7.158071,-0.1187,-1.5474,-0.2276,1.569
7.165779,-0.3193,-1.2133,-0.1935,1.269
7.168776,-0.5002,-0.8826,-0.1500,1.026
7.173301,-0.5948,-0.6513,-0.0687,0.885
7.178123,-0.5459,-0.5918,0.0508,0.807
7.183426,-0.4251,-0.6045,0.1415,0.752
7.188701,-0.3373,-0.6326,0.1605,0.735
7.194573,-0.2870,-0.6191,0.1127,0.692
7.199891,-0.3272,-0.5831,0.0462,0.670
7.203911,-0.3673,-0.5337,-0.0776,0.652
7.207940,-0.4275,-0.4696,-0.1917,0.663
7.221872,-0.5278,-0.3564,-0.2533,0.685
7.222607,-0.7406,-0.1118,-0.2148,0.779
7.222873,-0.9460,0.2450,-0.1385,0.987
7.228490,-1.0904,0.5509,-0.0675,1.224
7.233299,-1.1245,0.7767,0.0032,1.367
7.238961,-1.0133,0.8447,0.1072,1.324
7.242876,-0.7275,0.7683,0.2831,1.095
7.248052,-0.4102,0.6328,0.4160,0.861
7.254105,-0.0465,0.4658,0.4536,0.652
7.258170,0.2732,0.2905,0.4488,0.600
7.263314,0.4868,0.0538,0.3635,0.610
7.269964,0.6464,-0.1385,0.2885,0.721
7.274139,0.7119,-0.2471,0.1710,0.773
7.277896,0.7055,-0.2179,-0.0274,0.739
7.284346,0.6640,-0.1311,-0.2304,0.715
7.287469,0.6582,-0.0857,-0.4382,0.795
7.293079,0.6739,-0.0711,-0.5840,0.895
7.298304,0.6772,-0.0577,-0.6873,0.967
7.303264,0.6918,-0.0025,-0.7481,1.019
7.307797,0.7090,0.0938,-0.7328,1.024
7.312502,0.6434,0.2064,-0.6127,0.912
7.319249,0.5583,0.3057,-0.4356,0.771
7.325506,0.4690,0.3525,-0.2731,0.647
7.328502,0.3999,0.3317,-0.1489,0.540
7.335853,0.3654,0.2569,-0.0437,0.449
7.338597,0.3842,0.1329,0.0520,0.410
7.342916,0.4651,-0.0690,0.1001,0.481
7.348545,0.5882,-0.3338,0.1052,0.684
7.353963,0.7578,-0.6274,0.0194,0.984
7.358075,0.9497,-0.8966,-0.1332,1.313
7.363256,1.0972,-1.0788,-0.3671,1.582
7.368024,1.1668,-1.1544,-0.5531,1.732
7.374475,1.1826,-1.1470,-0.6722,1.779
7.380453,1.0541,-1.0423,-0.7580,1.665
7.383620,0.8586,-0.8739,-0.8344,1.482
7.387878,0.7026,-0.7141,-0.8535,1.316
7.395436,0.4953,-0.5539,-0.7865,1.082
7.399743,0.2608,-0.4227,-0.6813,0.843
7.403745,0.0372,-0.3355,-0.5808,0.672
7.410859,-0.1569,-0.2635,-0.5090,0.594
7.414460,-0.2835,-0.2261,-0.4419,0.572
7.419231,-0.3625,-0.2329,-0.3604,0.562
7.429336,-0.3755,-0.2595,-0.3363,0.567
7.430345,-0.3704,-0.3581,-0.3935,0.648
7.433753,-0.3756,-0.5329,-0.5081,0.827
7.440308,-0.3428,-0.6878,-0.6753,1.023
7.444234,-0.2860,-0.7560,-0.7944,1.133
7.450117,-0.1908,-0.7662,-0.8370,1.151
7.456406,-0.0809,-0.8001,-0.8556,1.174
7.459631,0.0201,-0.8580,-0.8551,1.211
7.463665,0.0793,-0.9255,-0.9166,1.305
7.470883,0.0924,-0.9740,-0.9302,1.350
7.477419,0.0683,-0.9215,-0.9055,1.294
7.478505,0.0064,-0.7489,-0.8665,1.145
7.485274,-0.0985,-0.5370,-0.7800,0.952
7.489130,-0.2232,-0.3571,-0.5361,0.682
7.494167,-0.3491,-0.2665,-0.2449,0.503
7.500191,-0.4570,-0.2461,0.0695,0.524
7.504487,-0.5276,-0.3586,0.4359,0.773
7.511820,-0.5410,-0.5041,0.8401,1.119
7.514802,-0.5592,-0.6549,1.2870,1.548
7.519288,-0.5626,-0.8018,1.7048,1.966
7.529900,-0.6081,-0.8930,1.9837,2.259
7.531275,-0.6807,-0.9098,2.1143,2.400
7.534892,-0.7752,-0.8334,2.1448,2.428
7.540758,-0.8101,-0.7404,2.2140,2.471
7.545208,-0.7624,-0.6685,2.2929,2.507
7.550385,-0.7000,-0.6600,2.3433,2.533
7.554684,-0.5900,-0.7666,2.3506,2.542
7.558983,-0.4137,-1.0064,2.3769,2.614
7.564184,-0.1854,-1.3310,2.4413,2.787
7.569423,-0.0105,-1.6539,2.5341,3.026
7.576169,0.0921,-1.9079,2.7365,3.337
7.579432,0.1553,-2.0021,2.9958,3.607
7.584807,0.2306,-1.8650,3.1971,3.708
7.589326,0.2609,-1.6261,3.2687,3.660
7.596012,0.1995,-1.3383,3.3353,3.599
7.599696,-0.0000,-1.0732,3.4398,3.603
7.605577,-0.2555,-0.8689,3.6540,3.765
7.611318,-0.5291,-0.6727,4.0256,4.116
7.614603,-0.8456,-0.4179,4.4491,4.548
7.629395,-1.1439,-0.1482,4.8959,5.030
7.630657,-1.3436,0.0834,5.3325,5.500
7.631304,-1.4310,0.2094,5.7636,5.942
7.636724,-1.4213,0.2346,6.2084,6.373
7.639637,-1.2862,0.1779,6.6574,6.783
7.645265,-1.0457,0.0341,7.0914,7.168
7.650023,-0.7474,-0.1923,7.4916,7.531
7.653766,-0.4052,-0.4875,7.8100,7.836
7.660552,-0.0947,-0.7466,8.0423,8.077
7.665891,0.0941,-0.8362,8.2651,8.308
7.671003,0.2093,-0.7470,8.4688,8.504
7.676493,0.3083,-0.5992,8.5341,8.561
7.679985,0.3876,-0.4886,8.4037,8.427
7.685210,0.4277,-0.4054,8.3170,8.338
7.691595,0.4655,-0.2829,8.2548,8.273
7.695779,0.4995,-0.0782,8.1741,8.190
7.700158,0.4815,0.1369,8.0079,8.024
7.706100,0.4412,0.3147,7.7709,7.790
7.710700,0.3555,0.3264,7.5444,7.560
7.715111,0.3022,0.1244,7.2998,7.307
7.728851,0.2108,-0.1136,7.0706,7.075
7.730017,0.0977,-0.2822,6.7705,6.777
7.730795,-0.0256,-0.3046,6.4857,6.493
7.735495,-0.1347,-0.1812,6.2928,6.297
7.740703,-0.2583,-0.0130,6.1580,6.163
7.744622,-0.3772,0.1612,6.0050,6.019
7.751278,-0.4241,0.2931,5.8338,5.857
7.755466,-0.4233,0.4160,5.7066,5.737
7.760819,-0.4425,0.4625,5.5375,5.574
7.766314,-0.4342,0.3179,5.2884,5.316
7.770986,-0.3983,-0.0175,4.9929,5.009
7.775334,-0.3491,-0.4422,4.6604,4.694
7.781494,-0.2243,-0.8839,4.3103,4.406
7.785286,0.0083,-1.2994,4.0191,4.224
7.791686,0.2753,-1.7217,3.7245,4.112
7.795243,0.5139,-2.3132,3.4315,4.170
7.799997,0.6700,-2.9201,3.1399,4.340
7.805450,0.7042,-3.3410,2.8068,4.420
7.814710,0.5390,-3.5996,2.4464,4.385
7.815737,0.2653,-3.7577,2.0492,4.288
7.829981,-0.0740,-3.8436,1.6676,4.190
7.831242,-0.4071,-3.9335,1.3207,4.169
7.831847,-0.7335,-4.0797,0.9509,4.253
7.835061,-0.9900,-4.3105,0.5630,4.458
7.840114,-1.1465,-4.5588,0.1616,4.703
7.845167,-1.2107,-4.7911,-0.2056,4.946
7.850732,-1.2385,-4.9550,-0.4813,5.130
7.854518,-1.3246,-5.0460,-0.6703,5.260
7.860285,-1.5071,-4.9690,-0.7536,5.247
7.864981,-1.6957,-4.7103,-0.7980,5.069
7.871401,-1.8673,-4.3135,-0.8083,4.769
7.875119,-1.9984,-3.8798,-0.8943,4.455
7.881552,-2.0987,-3.4963,-1.0123,4.202
7.886838,-2.1688,-3.2495,-1.1812,4.081
7.890908,-2.2002,-3.1209,-1.3815,4.061
7.895830,-2.1747,-3.1104,-1.6654,4.145
7.900085,-2.0351,-3.1273,-2.0996,4.281
7.905872,-1.7763,-3.1664,-2.6122,4.473
7.916309,-1.4702,-3.2798,-3.1410,4.773
7.917505,-1.1835,-3.3999,-3.7292,5.183
7.929728,-0.9156,-3.4975,-4.3673,5.670
7.931044,-0.7239,-3.5195,-4.9646,6.128
7.931638,-0.5989,-3.4704,-5.5882,6.605
7.937211,-0.5070,-3.2971,-6.2668,7.099
7.941146,-0.4575,-2.9805,-7.0819,7.697
7.947080,-0.4450,-2.6112,-7.9856,8.413
7.952389,-0.4786,-2.1936,-8.8298,9.111
7.956747,-0.5397,-1.6795,-9.5862,9.747
7.962889,-0.5627,-1.1113,-10.2217,10.297
7.976440,-0.5303,-0.6695,-10.7611,10.795
7.977468,-0.4396,-0.4246,-11.2770,11.294
7.978384,-0.3105,-0.3556,-11.8137,11.823
7.988202,-0.2246,-0.3839,-12.3007,12.309
7.989228,-0.1623,-0.4405,-12.7013,12.710
7.991509,-0.0655,-0.5240,-12.9883,12.999
7.996347,0.0521,-0.6765,-13.0672,13.085
8.000627,0.1817,-0.8208,-12.9053,12.933
8.005201,0.2242,-0.8949,-12.6227,12.656
8.012979,0.1516,-0.7847,-12.2242,12.250
8.017629,-0.0313,-0.5492,-11.6181,11.631
8.022774,-0.2532,-0.2090,-10.8134,10.818
8.025154,-0.4958,0.2054,-9.9142,9.929
8.037755,-0.7311,0.6062,-8.9100,8.960
8.038469,-1.0212,0.9631,-7.9717,8.094
8.041663,-1.2557,1.2410,-7.1556,7.370
8.047366,-1.3758,1.5049,-6.4125,6.729
8.051364,-1.3563,1.6527,-5.7458,6.131
8.056721,-1.1803,1.5682,-5.1884,5.547
8.060352,-0.9509,1.3220,-4.7297,5.002
8.066733,-0.7046,1.0376,-4.3407,4.518
8.071109,-0.5223,0.8582,-3.9925,4.117
8.078531,-0.4664,0.8270,-3.7520,3.870
8.081763,-0.4572,0.8297,-3.5096,3.635
8.089153,-0.5254,0.8531,-3.3183,3.466
8.092680,-0.6583,0.8987,-3.2602,3.445
8.096957,-0.7567,0.8959,-3.2499,3.455
