time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17.457394,-0.0133,-0.0284,-0.0078,0.032
17.468085,-0.0085,-0.0187,-0.0078,0.022
17.468991,-0.0132,-0.0185,-0.0172,0.028
17.471768,-0.0132,-0.0231,-0.0028,0.027
17.476770,-0.0131,-0.0277,-0.0028,0.031
17.483306,-0.0082,-0.0228,-0.0028,0.024
17.485483,-0.0082,-0.0226,-0.0122,0.027
17.491114,-0.0082,-0.0177,-0.0074,0.021
17.496037,-0.0129,-0.0176,-0.0073,0.023
17.501223,-0.0223,-0.0318,-0.0025,0.039
17.507123,-0.0126,-0.0221,-0.0072,0.026
17.512660,-0.0126,-0.0267,0.0023,0.030
17.516798,-0.0078,-0.0312,-0.0072,0.033
17.521761,-0.0125,-0.0263,-0.0119,0.031
17.528178,-0.0124,-0.0261,-0.0118,0.031
17.531445,-0.0171,-0.0307,-0.0069,0.036
17.538845,-0.0169,-0.0115,-0.0116,0.024
17.541645,-0.0121,-0.0067,-0.0068,0.015
17.548784,-0.0121,-0.0162,-0.0067,0.021
17.551927,-0.0025,-0.0256,-0.0067,0.027
17.557242,-0.0024,-0.0159,-0.0066,0.017
17.568037,-0.0120,-0.0253,-0.0018,0.028
17.568902,-0.0024,-0.0204,-0.0160,0.026
17.573202,-0.0025,-0.0108,-0.0016,0.011
17.577785,-0.0073,-0.0250,-0.0159,0.030
17.585143,-0.0120,-0.0295,-0.0110,0.034
17.585822,-0.0073,-0.0151,-0.0062,0.018
17.594140,-0.0073,-0.0151,-0.0061,0.018
17.597612,-0.0168,-0.0102,-0.0013,0.020
17.601984,-0.0072,-0.0244,-0.0060,0.026
17.605861,-0.0168,-0.0100,-0.0155,0.025
17.612586,-0.0024,-0.0147,-0.0106,0.018
17.616422,-0.0025,-0.0146,-0.0058,0.016
17.621434,-0.0026,-0.0193,-0.0057,0.020
17.627436,-0.0074,-0.0239,-0.0152,0.029
17.632055,-0.0026,-0.0191,-0.0103,0.022
17.636991,-0.0074,-0.0047,-0.0007,0.009
17.641937,-0.0264,-0.0143,-0.0102,0.032
17.646319,-0.0120,-0.0190,-0.0006,0.022
17.652842,-0.0024,-0.0142,-0.0006,0.014
17.656174,-0.0025,-0.0236,-0.0054,0.024
17.664960,-0.0120,-0.0140,0.0042,0.019
17.666020,-0.0120,0.0003,-0.0006,0.012
17.683498,-0.0072,-0.0140,-0.0006,0.016
17.684411,-0.0072,-0.0139,-0.0101,0.019
17.684801,-0.0167,-0.0044,-0.0147,0.023
17.687639,0.0071,-0.0140,-0.0099,0.019
17.692393,0.0022,-0.0187,-0.0098,0.021
17.697337,-0.0074,-0.0043,-0.0002,0.009
17.704865,-0.0074,-0.0234,0.0045,0.025
17.707722,-0.0123,-0.0232,0.0045,0.027
17.712591,-0.0075,-0.0183,-0.0098,0.022
17.716886,-0.0170,-0.0134,-0.0192,0.029
17.722145,-0.0121,-0.0134,-0.0095,0.020
17.727365,-0.0168,-0.0228,0.0048,0.029
17.733186,-0.0025,-0.0369,-0.0047,0.037
17.739601,0.0022,-0.0224,0.0000,0.023
17.742630,-0.0026,-0.0222,-0.0047,0.023
17.746795,-0.0121,-0.0221,-0.0094,0.027
17.752722,0.0022,-0.0218,-0.0093,0.024
17.757651,-0.0074,-0.0075,-0.0188,0.022
17.767908,-0.0121,-0.0029,-0.0044,0.013
17.768802,-0.0167,-0.0029,0.0004,0.017
17.774664,-0.0071,-0.0076,-0.0091,0.014
17.778824,-0.0119,-0.0076,-0.0090,0.017
17.784686,-0.0214,-0.0124,-0.0042,0.025
17.787672,-0.0070,-0.0171,-0.0089,0.020
17.793073,-0.0213,-0.0170,-0.0041,0.028
17.798183,-0.0116,-0.0122,-0.0040,0.017
17.803420,-0.0068,-0.0074,-0.0040,0.011
17.807352,-0.0115,-0.0215,-0.0087,0.026
17.811549,-0.0020,-0.0071,0.0009,0.007
17.817331,-0.0020,-0.0120,0.0104,0.016
17.822451,-0.0021,-0.0215,0.0008,0.022
17.829174,-0.0069,-0.0261,-0.0040,0.027
17.832262,-0.0021,-0.0164,0.0008,0.017
17.838099,-0.0069,-0.0069,-0.0039,0.011
17.842986,-0.0069,-0.0116,0.0008,0.013
17.849171,-0.0164,-0.0115,0.0008,0.020
17.852996,-0.0116,-0.0067,-0.0039,0.014
17.867463,-0.0162,-0.0163,-0.0086,0.025
17.868422,-0.0018,-0.0115,0.0009,0.012
17.868824,-0.0114,-0.0066,-0.0038,0.014
17.874720,-0.0114,-0.0208,-0.0133,0.027
17.878581,-0.0161,-0.0112,-0.0084,0.021
17.884017,-0.0065,-0.0112,-0.0084,0.015
17.888253,-0.0159,-0.0206,0.0012,0.026
17.893692,-0.0158,-0.0110,0.0012,0.019
17.897006,-0.0158,-0.0111,0.0059,0.020
17.903507,-0.0157,-0.0159,0.0106,0.025
17.908616,-0.0061,-0.0110,-0.0037,0.013
17.913028,-0.0109,-0.0157,0.0106,0.022
17.918933,0.0034,-0.0203,0.0010,0.021
17.923503,-0.0061,-0.0155,-0.0085,0.019
17.928624,-0.0108,-0.0155,0.0011,0.019
17.933070,-0.0060,-0.0201,0.0010,0.021
17.938328,-0.0107,-0.0295,0.0010,0.031
17.943092,-0.0250,-0.0198,-0.0037,0.032
17.950091,-0.0201,-0.0149,0.0011,0.025
17.954417,-0.0009,-0.0149,-0.0084,0.017
17.960968,-0.0247,-0.0148,-0.0179,0.034
17.961918,-0.0198,-0.0148,-0.0177,0.030
17.968729,-0.0149,-0.0196,-0.0128,0.028
17.979104,-0.0053,-0.0099,-0.0032,0.012
17.980639,-0.0053,-0.0099,-0.0032,0.012
17.984065,0.0043,-0.0146,0.0063,0.017
17.989812,0.0043,-0.0098,-0.0032,0.011
17.993079,-0.0006,-0.0193,-0.0174,0.026
17.997603,-0.0053,-0.0097,-0.0078,0.014
18.003168,-0.0053,-0.0096,0.0018,0.011
18.008211,-0.0053,-0.0144,-0.0125,0.020
18.012512,0.0089,-0.0238,-0.0124,0.028
18.020082,0.0040,-0.0143,-0.0075,0.017
18.021888,0.0040,-0.0048,0.0020,0.007
18.027739,-0.0009,-0.0143,-0.0075,0.016
18.033918,-0.0152,-0.0095,-0.0027,0.018
18.038285,-0.0151,-0.0095,0.0021,0.018
18.044338,0.0040,-0.0142,0.0021,0.015
18.049644,-0.0055,-0.0047,-0.0074,0.010
18.053375,-0.0056,-0.0189,0.0021,0.020
18.060388,0.0039,-0.0189,-0.0121,0.023
18.065058,0.0133,-0.0187,-0.0168,0.028
18.068377,0.0037,-0.0138,-0.0024,0.014
18.079042,-0.0154,-0.0089,-0.0024,0.018
18.079940,-0.0106,-0.0089,0.0024,0.014
18.082900,-0.0105,-0.0089,-0.0071,0.016
18.088362,-0.0105,-0.0041,-0.0071,0.013
18.094604,-0.0057,-0.0041,-0.0023,0.007
18.098903,-0.0152,-0.0041,0.0120,0.020
18.103855,-0.0198,-0.0136,0.0024,0.024
18.108088,-0.0054,-0.0040,-0.0261,0.027
18.112668,-0.0054,-0.0089,-0.0116,0.016
18.118701,-0.0006,-0.0089,-0.0020,0.009
18.124027,-0.0101,-0.0041,0.0027,0.011
18.128173,-0.0148,-0.0042,0.0027,0.016
18.132810,-0.0099,0.0053,-0.0021,0.011
18.139594,-0.0004,-0.0233,-0.0258,0.035
18.143832,-0.0005,-0.0137,-0.0066,0.015
18.148093,0.0042,-0.0041,0.0077,0.010
18.154346,-0.0053,-0.0089,-0.0113,0.015
18.166903,-0.0148,-0.0088,-0.0065,0.018
18.167828,-0.0148,-0.0041,-0.0064,0.017
18.170100,-0.0243,-0.0087,-0.0111,0.028
18.174077,-0.0146,-0.0040,0.0080,0.017
18.182090,-0.0003,-0.0040,-0.0016,0.004
18.183227,-0.0098,-0.0088,-0.0111,0.017
18.188070,-0.0050,-0.0135,-0.0157,0.021
18.193193,-0.0097,-0.0134,-0.0061,0.018
18.201117,-0.0192,-0.0228,-0.0156,0.034
18.205760,-0.0144,-0.0085,0.0036,0.017
18.210012,-0.0143,-0.0085,-0.0060,0.018
18.215745,-0.0142,-0.0132,-0.0154,0.025
18.220256,-0.0094,-0.0131,-0.0105,0.019
18.224581,-0.0141,-0.0082,-0.0009,0.016
18.228565,-0.0046,-0.0129,0.0038,0.014
18.234685,0.0002,-0.0080,0.0038,0.009
18.238693,-0.0093,-0.0176,-0.0010,0.020
18.244476,-0.0140,-0.0128,-0.0010,0.019
18.250350,-0.0092,-0.0127,-0.0105,0.019
18.255416,-0.0045,-0.0079,-0.0104,0.014
18.261851,0.0050,-0.0127,-0.0103,0.017
18.265008,-0.0045,-0.0127,0.0040,0.014
18.277178,-0.0235,-0.0126,-0.0055,0.027
18.278042,-0.0091,-0.0078,-0.0007,0.012
18.280889,-0.0044,-0.0080,-0.0054,0.011
18.295570,-0.0139,-0.0080,-0.0054,0.017
18.296468,-0.0091,-0.0033,0.0041,0.011
18.296848,-0.0091,-0.0034,0.0041,0.011
18.300928,-0.0184,-0.0129,0.0088,0.024
18.305475,-0.0041,-0.0081,0.0040,0.010
18.309017,-0.0088,-0.0128,0.0040,0.016
18.316778,-0.0040,-0.0127,-0.0008,0.013
18.321545,-0.0040,-0.0126,0.0087,0.016
18.324824,-0.0040,-0.0078,0.0039,0.010
18.329662,-0.0040,-0.0173,0.0086,0.020
18.334887,-0.0088,-0.0171,-0.0010,0.019
18.340850,-0.0231,-0.0028,0.0038,0.024
18.345203,-0.0181,-0.0028,-0.0010,0.018
18.349507,-0.0085,-0.0218,-0.0057,0.024
18.353387,-0.0085,-0.0169,0.0086,0.021
18.359790,-0.0036,-0.0074,0.0085,0.012
18.364501,-0.0131,-0.0121,0.0037,0.018
18.379176,0.0011,-0.0121,-0.0011,0.012
18.380089,-0.0037,-0.0073,-0.0011,0.008
18.380474,0.0010,-0.0026,-0.0011,0.003
18.384137,0.0010,-0.0120,-0.0106,0.016
18.389801,0.0057,-0.0120,-0.0010,0.013
18.396076,-0.0039,-0.0025,-0.0105,0.011
18.399933,-0.0039,-0.0073,-0.0009,0.008
18.403480,-0.0039,-0.0025,0.0181,0.019
18.409774,-0.0134,-0.0120,0.0085,0.020
18.416452,-0.0039,-0.0072,-0.0059,0.010
18.420326,-0.0135,-0.0072,-0.0153,0.022
18.424268,-0.0087,-0.0119,-0.0009,0.015
18.429007,-0.0086,-0.0261,-0.0057,0.028
18.434412,-0.0087,-0.0164,0.0039,0.019
18.439580,-0.0086,-0.0068,-0.0057,0.012
18.444017,0.0009,-0.0115,-0.0009,0.012
18.448650,-0.0086,-0.0116,-0.0056,0.015
18.455292,0.0009,-0.0067,-0.0103,0.012
18.461654,-0.0040,-0.0114,-0.0102,0.016
18.463989,0.0007,-0.0066,-0.0006,0.007
18.470990,-0.0041,-0.0067,-0.0006,0.008
18.473864,-0.0136,-0.0020,0.0089,0.016
18.479491,-0.0136,-0.0114,-0.0007,0.018
18.484608,-0.0088,-0.0161,-0.0054,0.019
18.489828,0.0008,-0.0018,0.0041,0.005
18.494912,-0.0040,-0.0018,0.0041,0.006
18.501837,-0.0135,-0.0161,-0.0055,0.022
18.506381,-0.0040,-0.0161,-0.0054,0.017
18.510529,-0.0087,0.0031,0.0089,0.013
18.515029,-0.0040,-0.0017,0.0136,0.014
18.521101,0.0008,-0.0018,0.0039,0.004
18.524293,0.0007,-0.0019,0.0039,0.004
18.530740,-0.0041,-0.0067,-0.0104,0.013
18.534955,-0.0088,-0.0114,-0.0008,0.014
18.539834,-0.0136,-0.0065,-0.0055,0.016
18.545037,-0.0040,-0.0018,-0.0007,0.004
18.549378,-0.0087,-0.0066,-0.0102,0.015
18.554641,-0.0039,-0.0160,-0.0054,0.017
18.561129,0.0103,-0.0112,0.0042,0.016
18.564358,0.0054,-0.0159,0.0089,0.019
18.574719,-0.0089,-0.0111,0.0041,0.015
18.575334,-0.0089,-0.0111,-0.0055,0.015
18.579902,-0.0041,-0.0110,-0.0007,0.012
18.586109,-0.0041,-0.0062,0.0041,0.008
18.590670,0.0006,-0.0109,-0.0007,0.011
18.595765,-0.0184,-0.0204,-0.0055,0.028
18.602108,-0.0088,-0.0157,-0.0102,0.021
18.606702,0.0102,-0.0061,-0.0053,0.013
18.612639,0.0005,-0.0109,-0.0053,0.012
18.616864,-0.0091,-0.0203,-0.0005,0.022
18.621013,-0.0043,-0.0012,-0.0100,0.011
18.627731,-0.0138,-0.0108,-0.0051,0.018
18.631457,-0.0090,-0.0108,0.0044,0.015
18.635446,0.0006,-0.0108,0.0044,0.012
18.641691,0.0005,-0.0061,0.0043,0.007
18.645677,-0.0043,-0.0061,-0.0005,0.007
18.651963,-0.0043,-0.0014,0.0043,0.006
18.657659,-0.0138,-0.0110,-0.0052,0.018
18.668202,-0.0090,-0.0061,-0.0004,0.011
18.669129,-0.0090,-0.0013,-0.0194,0.021
18.672023,-0.0232,-0.0061,-0.0145,0.028
18.676411,-0.0136,-0.0060,-0.0097,0.018
18.686058,-0.0088,-0.0061,-0.0048,0.012
18.687006,-0.0040,-0.0061,-0.0000,0.007
18.691051,0.0007,-0.0108,-0.0000,0.011
18.696018,-0.0088,-0.0108,-0.0095,0.017
18.702593,-0.0184,-0.0060,-0.0047,0.020
18.705612,-0.0040,-0.0108,0.0048,0.013
18.711572,-0.0088,-0.0107,0.0048,0.015
18.716032,-0.0040,0.0083,-0.0047,0.010
18.720304,-0.0088,0.0035,0.0048,0.011
18.726113,-0.0182,-0.0061,0.0095,0.021
18.731570,-0.0134,-0.0203,-0.0001,0.024
18.736452,-0.0085,-0.0107,-0.0048,0.015
18.743103,-0.0037,-0.0250,0.0047,0.026
18.746796,-0.0037,-0.0153,-0.0001,0.016
18.753074,0.0057,-0.0057,-0.0001,0.008
18.756513,0.0008,-0.0010,0.0047,0.005
18.767230,-0.0135,-0.0011,-0.0048,0.014
18.768037,-0.0039,0.0036,-0.0001,0.005
18.771282,0.0056,0.0035,0.0094,0.012
18.775617,0.0007,-0.0061,-0.0001,0.006
18.780502,-0.0041,-0.0203,-0.0049,0.021
18.788034,-0.0041,-0.0105,-0.0191,0.022
18.790450,-0.0137,-0.0105,-0.0047,0.018
18.796287,-0.0136,-0.0199,-0.0141,0.028
18.802068,-0.0041,-0.0102,-0.0045,0.012
18.805943,-0.0089,-0.0103,0.0003,0.014
18.811663,-0.0183,-0.0103,0.0050,0.022
18.815928,0.0008,-0.0103,0.0002,0.010
18.821789,0.0007,-0.0151,0.0002,0.015
18.826868,-0.0183,-0.0054,0.0002,0.019
18.831021,-0.0088,-0.0101,-0.0093,0.016
18.835984,-0.0040,-0.0053,-0.0044,0.008
18.842450,-0.0088,-0.0196,-0.0044,0.022
18.845966,-0.0134,-0.0290,-0.0091,0.033
18.851741,-0.0085,-0.0145,0.0005,0.017
18.856631,0.0010,-0.0239,0.0052,0.025
18.867086,0.0010,-0.0000,0.0052,0.005
18.867981,0.0009,-0.0001,0.0051,0.005
18.872685,0.0055,0.0046,-0.0044,0.008
18.876770,-0.0136,-0.0097,-0.0044,0.017
18.882762,-0.0134,-0.0049,0.0004,0.014
18.885944,-0.0134,-0.0098,0.0004,0.017
18.892319,-0.0133,-0.0050,0.0004,0.014
18.896677,-0.0085,-0.0098,-0.0044,0.014
18.903951,-0.0132,-0.0145,-0.0043,0.020
18.906829,-0.0179,-0.0145,0.0005,0.023
18.910679,0.0060,-0.0097,0.0005,0.011
18.917274,-0.0036,-0.0097,-0.0043,0.011
18.922627,-0.0083,-0.0096,0.0005,0.013
18.927471,-0.0035,-0.0048,-0.0043,0.007
18.932599,0.0059,-0.0096,-0.0042,0.012
18.937038,-0.0037,-0.0048,0.0006,0.006
18.943503,0.0011,-0.0048,-0.0089,0.010
18.949680,-0.0132,0.0047,-0.0041,0.015
18.953291,-0.0084,-0.0002,-0.0136,0.016
18.957251,-0.0037,-0.0097,-0.0040,0.011
18.963592,0.0011,-0.0144,0.0008,0.015
18.967874,0.0011,-0.0049,0.0056,0.007
18.978639,-0.0037,-0.0144,-0.0087,0.017
18.979506,0.0058,-0.0000,-0.0039,0.007
18.983417,-0.0086,-0.0048,0.0056,0.011
18.988727,-0.0085,-0.0096,0.0056,0.014
18.995529,-0.0085,-0.0000,-0.0040,0.009
18.996527,-0.0133,0.0047,-0.0039,0.015
19.003661,-0.0085,-0.0001,0.0056,0.010
19.007036,-0.0085,-0.0050,0.0103,0.014
19.012317,-0.0084,-0.0002,0.0055,0.010
19.017788,-0.0132,0.0092,0.0007,0.016
19.023383,-0.0226,0.0044,-0.0088,0.025
19.027609,-0.0130,-0.0147,0.0055,0.020
19.032852,-0.0130,-0.0193,0.0007,0.023
19.038055,-0.0035,0.0044,-0.0041,0.007
19.043867,0.0012,-0.0004,0.0007,0.002
19.050141,-0.0130,-0.0052,0.0007,0.014
19.052463,-0.0129,-0.0099,-0.0135,0.021
19.058037,0.0109,-0.0099,0.0008,0.015
19.064509,-0.0083,-0.0099,0.0056,0.014
19.067686,-0.0035,-0.0051,0.0055,0.008
19.077959,-0.0035,-0.0051,0.0055,0.008
19.079001,-0.0035,-0.0005,0.0054,0.006
19.095185,-0.0082,-0.0100,0.0101,0.016
19.095978,-0.0130,-0.0053,-0.0042,0.015
19.096348,-0.0035,-0.0148,0.0101,0.018
19.097858,0.0012,0.0043,0.0005,0.005
19.104210,-0.0035,-0.0052,-0.0042,0.008
19.107709,-0.0082,0.0043,0.0005,0.009
19.113217,0.0014,-0.0005,0.0005,0.002
19.118977,-0.0082,-0.0101,0.0053,0.014
19.125336,-0.0080,-0.0100,0.0005,0.013
19.129223,0.0015,-0.0195,-0.0043,0.020
19.132887,-0.0033,-0.0052,-0.0137,0.015
19.138886,-0.0081,-0.0100,-0.0089,0.016
19.143655,0.0061,-0.0098,-0.0088,0.015
19.147992,0.0013,-0.0098,-0.0087,0.013
19.154485,-0.0082,-0.0050,-0.0039,0.010
19.157402,0.0013,-0.0097,0.0009,0.010
19.165202,-0.0035,-0.0145,0.0009,0.015
19.169456,-0.0035,-0.0145,0.0104,0.018
19.180082,0.0011,-0.0049,0.0103,0.011
19.181009,-0.0132,-0.0049,0.0055,0.015
19.184198,-0.0085,-0.0001,-0.0088,0.012
19.188759,-0.0036,-0.0097,-0.0040,0.011
19.198299,-0.0037,-0.0192,-0.0135,0.024
19.199247,0.0009,-0.0191,0.0009,0.019
19.203500,-0.0039,-0.0047,0.0056,0.008
19.208883,0.0009,-0.0093,0.0056,0.011
19.214894,0.0055,-0.0045,-0.0135,0.015
19.220132,0.0007,-0.0093,-0.0039,0.010
19.223236,-0.0089,-0.0046,-0.0038,0.011
19.228908,0.0007,0.0049,-0.0038,0.006
19.234440,-0.0088,0.0001,0.0105,0.014
19.238299,-0.0040,0.0001,0.0009,0.004
19.245224,-0.0088,-0.0094,0.0151,0.020
19.249346,0.0007,-0.0094,0.0150,0.018
19.253651,-0.0088,0.0001,0.0101,0.013
19.258421,-0.0183,-0.0095,0.0006,0.021
19.265465,0.0008,-0.0094,-0.0089,0.013
19.268567,-0.0040,-0.0141,0.0054,0.016
19.278694,-0.0087,-0.0044,-0.0089,0.013
19.279693,-0.0182,-0.0044,-0.0183,0.026
19.284398,-0.0039,0.0004,-0.0087,0.010
19.288547,0.0103,0.0003,0.0104,0.015
19.296695,0.0402,0.0152,-0.5405,0.542
19.297742,0.0339,-0.0275,0.2379,0.242
19.303995,-0.0251,-0.0384,0.3214,0.325
19.310077,0.0208,0.0134,-0.1751,0.177
19.319809,-0.0489,-0.0109,0.0875,0.101
19.320432,-0.0196,-0.0015,0.0962,0.098
19.324903,0.0041,0.0126,0.0527,0.054
19.330751,-0.0011,0.0030,-0.0285,0.029
19.333658,-0.0016,-0.0019,0.0098,0.010
19.341954,-0.0162,-0.0115,0.0097,0.022
19.344808,-0.0214,-0.0162,0.0334,0.043
19.350991,-0.0222,-0.0065,0.0141,0.027
19.353984,-0.0283,-0.0063,0.0092,0.030
19.358078,-0.0348,-0.0059,0.0377,0.052
19.363674,-0.0225,-0.0053,-0.0101,0.025
19.369818,-0.0102,-0.0000,-0.0385,0.040
19.377345,0.0122,-0.0043,-0.0572,0.059
19.377997,0.0113,-0.0089,-0.0139,0.020
19.389750,0.0161,0.0006,-0.0186,0.025
19.390103,0.0023,0.0003,0.0006,0.002
19.396469,-0.0020,-0.0000,-0.0042,0.005
