 (11.717500+0.000000j), (0.005678-0.000000j), (-0.030667+0.000000j), (-7.733406-0.000000j)
 (11.718700+0.000000j), (0.005638-0.000000j), (-0.030710+0.000000j), (-7.717936-0.000000j)
 (11.720000+0.000000j), (0.005600-0.000000j), (-0.030753+0.000000j), (-7.702473-0.000000j)
 (11.721200+0.000000j), (0.005562-0.000000j), (-0.030797-0.000000j), (-7.687019-0.000000j)
 (11.722500+0.000000j), (0.005526-0.000000j), (-0.030841+0.000000j), (-7.671576-0.000000j)
 (11.723700+0.000000j), (0.005491-0.000000j), (-0.030886+0.000000j), (-7.656146-0.000000j)
 (11.725000+0.000000j), (0.005456-0.000000j), (-0.030931+0.000000j), (-7.640732-0.000000j)
 (11.726200+0.000000j), (0.005423-0.000000j), (-0.030977+0.000000j), (-7.625336-0.000000j)
 (11.727500+0.000000j), (0.005390-0.000000j), (-0.031023+0.000000j), (-7.609962-0.000000j)
 (11.728700+0.000000j), (0.005357-0.000000j), (-0.031069+0.000000j), (-7.594612-0.000000j)
 (11.730000+0.000000j), (0.005325-0.000000j), (-0.031116+0.000000j), (-7.579289-0.000000j)
 (11.731200+0.000000j), (0.005293-0.000000j), (-0.031163+0.000000j), (-7.563998-0.000000j)
 (11.732500+0.000000j), (0.005261-0.000000j), (-0.031211+0.000000j), (-7.548739-0.000000j)
 (11.733700+0.000000j), (0.005230-0.000000j), (-0.031260+0.000000j), (-7.533518+0.000000j)
 (11.735000+0.000000j), (0.005199-0.000000j), (-0.031309+0.000000j), (-7.518334-0.000000j)
 (11.736200+0.000000j), (0.005168-0.000000j), (-0.031359+0.000000j), (-7.503193-0.000000j)
 (11.737500+0.000000j), (0.005138-0.000000j), (-0.031410+0.000000j), (-7.488094+0.000000j)
 (11.738700+0.000000j), (0.005107-0.000000j), (-0.031463-0.000000j), (-7.473042-0.000000j)
 (11.740000+0.000000j), (0.005078-0.000000j), (-0.031517+0.000000j), (-7.458037-0.000000j)
 (11.741200+0.000000j), (0.005048-0.000000j), (-0.031572+0.000000j), (-7.443082-0.000000j)
 (11.742500+0.000000j), (0.005019-0.000000j), (-0.031628+0.000000j), (-7.428178-0.000000j)
 (11.743700+0.000000j), (0.004990-0.000000j), (-0.031686-0.000000j), (-7.413327-0.000000j)
 (11.745000+0.000000j), (0.004961-0.000000j), (-0.031745-0.000000j), (-7.398530-0.000000j)
 (11.746200+0.000000j), (0.004933-0.000000j), (-0.031806+0.000000j), (-7.383791-0.000000j)
 (11.747500+0.000000j), (0.004905-0.000000j), (-0.031868+0.000000j), (-7.369111-0.000000j)
 (11.748700+0.000000j), (0.004877-0.000000j), (-0.031932+0.000000j), (-7.354493-0.000000j)
 (11.750000+0.000000j), (0.004849-0.000000j), (-0.031998+0.000000j), (-7.339940-0.000000j)
 (11.751200+0.000000j), (0.004821-0.000000j), (-0.032065+0.000000j), (-7.325454+0.000000j)
 (11.752500+0.000000j), (0.004793-0.000000j), (-0.032134+0.000000j), (-7.311039-0.000000j)
 (11.753700+0.000000j), (0.004765-0.000000j), (-0.032204+0.000000j), (-7.296699-0.000000j)
 (11.755000+0.000000j), (0.004738-0.000000j), (-0.032277+0.000000j), (-7.282439-0.000000j)
 (11.756200+0.000000j), (0.004710-0.000000j), (-0.032351+0.000000j), (-7.268261-0.000000j)
 (11.757500+0.000000j), (0.004683-0.000000j), (-0.032428-0.000000j), (-7.254171-0.000000j)
 (11.758700+0.000000j), (0.004656-0.000000j), (-0.032506+0.000000j), (-7.240174-0.000000j)
 (11.760000+0.000000j), (0.004628-0.000000j), (-0.032585+0.000000j), (-7.226275-0.000000j)
 (11.761200+0.000000j), (0.004600-0.000000j), (-0.032667+0.000000j), (-7.212477-0.000000j)
 (11.762500+0.000000j), (0.004573-0.000000j), (-0.032750-0.000000j), (-7.198788-0.000000j)
 (11.763700+0.000000j), (0.004544-0.000000j), (-0.032835+0.000000j), (-7.185211-0.000000j)
 (11.765000+0.000000j), (0.004515-0.000000j), (-0.032921+0.000000j), (-7.171752-0.000000j)
 (11.766200+0.000000j), (0.004485-0.000000j), (-0.033009+0.000000j), (-7.158417+0.000000j)
 (11.767500+0.000000j), (0.004455-0.000000j), (-0.033098+0.000000j), (-7.145213-0.000000j)
 (11.768700+0.000000j), (0.004423-0.000000j), (-0.033189+0.000000j), (-7.132145-0.000000j)
 (11.770000+0.000000j), (0.004391-0.000000j), (-0.033281-0.000000j), (-7.119217-0.000000j)
 (11.771200+0.000000j), (0.004357-0.000000j), (-0.033375+0.000000j), (-7.106432-0.000000j)
 (11.772500+0.000000j), (0.004323-0.000000j), (-0.033471+0.000000j), (-7.093789-0.000000j)
 (11.773700+0.000000j), (0.004289-0.000000j), (-0.033569+0.000000j), (-7.081288-0.000000j)
 (11.775000+0.000000j), (0.004253-0.000000j), (-0.033670+0.000000j), (-7.068924-0.000000j)
 (11.776200+0.000000j), (0.004217-0.000000j), (-0.033772+0.000000j), (-7.056695-0.000000j)
 (11.777500+0.000000j), (0.004179-0.000000j), (-0.033876+0.000000j), (-7.044596-0.000000j)
 (11.778700+0.000000j), (0.004141-0.000000j), (-0.033982+0.000000j), (-7.032626-0.000000j)
 (11.780000+0.000000j), (0.004101-0.000000j), (-0.034090+0.000000j), (-7.020781+0.000000j)
 (11.781200+0.000000j), (0.004060-0.000000j), (-0.034200+0.000000j), (-7.009059-0.000000j)
 (11.782500+0.000000j), (0.004017-0.000000j), (-0.034311-0.000000j), (-6.997460-0.000000j)
 (11.783700+0.000000j), (0.003973-0.000000j), (-0.034424+0.000000j), (-6.985983-0.000000j)
 (11.785000+0.000000j), (0.003927-0.000000j), (-0.034538+0.000000j), (-6.974628-0.000000j)
 (11.786200+0.000000j), (0.003879-0.000000j), (-0.034653+0.000000j), (-6.963396-0.000000j)
 (11.787500+0.000000j), (0.003829-0.000000j), (-0.034769+0.000000j), (-6.952288+0.000000j)
 (11.788700+0.000000j), (0.003777-0.000000j), (-0.034885+0.000000j), (-6.941305-0.000000j)
 (11.790000+0.000000j), (0.003722-0.000000j), (-0.035002+0.000000j), (-6.930447-0.000000j)
 (11.791200+0.000000j), (0.003664-0.000000j), (-0.035120+0.000000j), (-6.919714+0.000000j)
 (11.792500+0.000000j), (0.003603-0.000000j), (-0.035237+0.000000j), (-6.909106-0.000000j)
 (11.793700+0.000000j), (0.003540-0.000000j), (-0.035355+0.000000j), (-6.898622-0.000000j)
 (11.795000+0.000000j), (0.003473-0.000000j), (-0.035472-0.000000j), (-6.888262-0.000000j)
 (11.796200+0.000000j), (0.003403-0.000000j), (-0.035590+0.000000j), (-6.878025-0.000000j)
 (11.797500+0.000000j), (0.003329-0.000000j), (-0.035707+0.000000j), (-6.867913-0.000000j)
 (11.798700+0.000000j), (0.003253-0.000000j), (-0.035823+0.000000j), (-6.857925+0.000000j)
 (11.800000+0.000000j), (0.003173-0.000000j), (-0.035940-0.000000j), (-6.848064-0.000000j)
 (11.801200+0.000000j), (0.003090-0.000000j), (-0.036055-0.000000j), (-6.838328-0.000000j)
 (11.802500+0.000000j), (0.003005-0.000000j), (-0.036170-0.000000j), (-6.828719-0.000000j)
 (11.803700+0.000000j), (0.002917-0.000000j), (-0.036285+0.000000j), (-6.819235-0.000000j)
 (11.805000+0.000000j), (0.002826-0.000000j), (-0.036399+0.000000j), (-6.809874+0.000000j)
 (11.806200+0.000000j), (0.002733-0.000000j), (-0.036512-0.000000j), (-6.800635-0.000000j)
 (11.807500+0.000000j), (0.002638-0.000000j), (-0.036625-0.000000j), (-6.791517-0.000000j)
 (11.808700+0.000000j), (0.002541-0.000000j), (-0.036737+0.000000j), (-6.782519-0.000000j)
 (11.810000+0.000000j), (0.002443-0.000000j), (-0.036849+0.000000j), (-6.773638+0.000000j)
 (11.811200+0.000000j), (0.002343-0.000000j), (-0.036961+0.000000j), (-6.764874+0.000000j)
 (11.812500+0.000000j), (0.002242-0.000000j), (-0.037073+0.000000j), (-6.756226-0.000000j)
 (11.813700+0.000000j), (0.002140-0.000000j), (-0.037184+0.000000j), (-6.747693-0.000000j)
 (11.815000+0.000000j), (0.002038-0.000000j), (-0.037296+0.000000j), (-6.739275-0.000000j)
 (11.816200+0.000000j), (0.001935-0.000000j), (-0.037407+0.000000j), (-6.730969-0.000000j)
 (11.817500+0.000000j), (0.001833-0.000000j), (-0.037519-0.000000j), (-6.722777-0.000000j)
 (11.818700+0.000000j), (0.001729-0.000000j), (-0.037631+0.000000j), (-6.714695-0.000000j)
 (11.820000+0.000000j), (0.001626-0.000000j), (-0.037743+0.000000j), (-6.706722-0.000000j)
 (11.821200+0.000000j), (0.001523-0.000000j), (-0.037855-0.000000j), (-6.698855-0.000000j)
 (11.822500+0.000000j), (0.001420-0.000000j), (-0.037967+0.000000j), (-6.691091-0.000000j)
 (11.823700+0.000000j), (0.001317-0.000000j), (-0.038080+0.000000j), (-6.683426-0.000000j)
 (11.825000+0.000000j), (0.001215-0.000000j), (-0.038192+0.000000j), (-6.675854-0.000000j)
 (11.826200+0.000000j), (0.001113-0.000000j), (-0.038305+0.000000j), (-6.668371-0.000000j)
 (11.827500+0.000000j), (0.001011-0.000000j), (-0.038419+0.000000j), (-6.660970+0.000000j)
 (11.828700+0.000000j), (0.000911-0.000000j), (-0.038532+0.000000j), (-6.653643-0.000000j)
 (11.830000+0.000000j), (0.000812-0.000000j), (-0.038647-0.000000j), (-6.646385-0.000000j)
 (11.831200+0.000000j), (0.000714-0.000000j), (-0.038761-0.000000j), (-6.639187+0.000000j)
 (11.832500+0.000000j), (0.000618-0.000000j), (-0.038876-0.000000j), (-6.632044-0.000000j)
 (11.833700+0.000000j), (0.000524-0.000000j), (-0.038992+0.000000j), (-6.624950-0.000000j)
 (11.835000+0.000000j), (0.000431-0.000000j), (-0.039109+0.000000j), (-6.617900-0.000000j)
 (11.836200+0.000000j), (0.000340-0.000000j), (-0.039226+0.000000j), (-6.610889-0.000000j)
 (11.837500+0.000000j), (0.000251-0.000000j), (-0.039343+0.000000j), (-6.603914+0.000000j)
 (11.838700+0.000000j), (0.000164-0.000000j), (-0.039461+0.000000j), (-6.596970-0.000000j)
 (11.840000+0.000000j), (0.000079-0.000000j), (-0.039580+0.000000j), (-6.590055-0.000000j)
 (11.841200+0.000000j), (-0.000005-0.000000j), (-0.039699+0.000000j), (-6.583164-0.000000j)
 (11.842500+0.000000j), (-0.000086-0.000000j), (-0.039819+0.000000j), (-6.576295-0.000000j)
 (11.843700+0.000000j), (-0.000165-0.000000j), (-0.039940+0.000000j), (-6.569444-0.000000j)
 (11.845000+0.000000j), (-0.000242-0.000000j), (-0.040062-0.000000j), (-6.562609-0.000000j)
 (11.846200+0.000000j), (-0.000318-0.000000j), (-0.040184+0.000000j), (-6.555788-0.000000j)
 (11.847500+0.000000j), (-0.000393-0.000000j), (-0.040307+0.000000j), (-6.548981-0.000000j)
 (11.848700+0.000000j), (-0.000466-0.000000j), (-0.040431-0.000000j), (-6.542185-0.000000j)
 (11.850000+0.000000j), (-0.000538-0.000000j), (-0.040556+0.000000j), (-6.535402-0.000000j)
 (11.851200+0.000000j), (-0.000610-0.000000j), (-0.040682+0.000000j), (-6.528629-0.000000j)
 (11.852500+0.000000j), (-0.000681-0.000000j), (-0.040808+0.000000j), (-6.521868+0.000000j)
 (11.853700+0.000000j), (-0.000752-0.000000j), (-0.040936+0.000000j), (-6.515118-0.000000j)
 (11.855000+0.000000j), (-0.000823-0.000000j), (-0.041065+0.000000j), (-6.508381-0.000000j)
 (11.856200+0.000000j), (-0.000895-0.000000j), (-0.041194+0.000000j), (-6.501657-0.000000j)
 (11.857500+0.000000j), (-0.000968-0.000000j), (-0.041325+0.000000j), (-6.494947+0.000000j)
 (11.858700+0.000000j), (-0.001041-0.000000j), (-0.041457+0.000000j), (-6.488252+0.000000j)
 (11.860000+0.000000j), (-0.001115-0.000000j), (-0.041590+0.000000j), (-6.481574-0.000000j)
 (11.861200+0.000000j), (-0.001191-0.000000j), (-0.041724+0.000000j), (-6.474913-0.000000j)
 (11.862500+0.000000j), (-0.001268-0.000000j), (-0.041859+0.000000j), (-6.468274-0.000000j)
 (11.863700+0.000000j), (-0.001346-0.000000j), (-0.041995+0.000000j), (-6.461659-0.000000j)
 (11.865000+0.000000j), (-0.001425-0.000000j), (-0.042132+0.000000j), (-6.455073-0.000000j)
 (11.866200+0.000000j), (-0.001505-0.000000j), (-0.042270+0.000000j), (-6.448523-0.000000j)
 (11.867500+0.000000j), (-0.001587-0.000000j), (-0.042408+0.000000j), (-6.442013-0.000000j)
 (11.868700+0.000000j), (-0.001670-0.000000j), (-0.042547+0.000000j), (-6.435552-0.000000j)
 (11.870000+0.000000j), (-0.001754-0.000000j), (-0.042687+0.000000j), (-6.429145-0.000000j)
 (11.871200+0.000000j), (-0.001839-0.000000j), (-0.042827+0.000000j), (-6.422798-0.000000j)
 (11.872500+0.000000j), (-0.001926-0.000000j), (-0.042967+0.000000j), (-6.416519-0.000000j)
 (11.873700+0.000000j), (-0.002014-0.000000j), (-0.043108+0.000000j), (-6.410313-0.000000j)
 (11.875000+0.000000j), (-0.002104-0.000000j), (-0.043249+0.000000j), (-6.404186-0.000000j)
 (11.876200+0.000000j), (-0.002195-0.000000j), (-0.043390+0.000000j), (-6.398143-0.000000j)
 (11.877500+0.000000j), (-0.002287-0.000000j), (-0.043531+0.000000j), (-6.392190-0.000000j)
 (11.878700+0.000000j), (-0.002382-0.000000j), (-0.043672+0.000000j), (-6.386333-0.000000j)
 (11.880000+0.000000j), (-0.002477-0.000000j), (-0.043813+0.000000j), (-6.380578-0.000000j)
 (11.881200+0.000000j), (-0.002575-0.000000j), (-0.043953+0.000000j), (-6.374929-0.000000j)
 (11.882500+0.000000j), (-0.002674-0.000000j), (-0.044094+0.000000j), (-6.369392-0.000000j)
 (11.883700+0.000000j), (-0.002775-0.000000j), (-0.044234+0.000000j), (-6.363971-0.000000j)
 (11.885000+0.000000j), (-0.002878-0.000000j), (-0.044374+0.000000j), (-6.358671-0.000000j)
 (11.886200+0.000000j), (-0.002982-0.000000j), (-0.044514+0.000000j), (-6.353496-0.000000j)
 (11.887500+0.000000j), (-0.003088-0.000000j), (-0.044654+0.000000j), (-6.348450-0.000000j)
 (11.888700+0.000000j), (-0.003195-0.000000j), (-0.044794+0.000000j), (-6.343534-0.000000j)
 (11.890000+0.000000j), (-0.003303-0.000000j), (-0.044934+0.000000j), (-6.338752-0.000000j)
 (11.891200+0.000000j), (-0.003412-0.000000j), (-0.045074+0.000000j), (-6.334106-0.000000j)
 (11.892500+0.000000j), (-0.003521-0.000000j), (-0.045214+0.000000j), (-6.329600-0.000000j)
 (11.893700+0.000000j), (-0.003632-0.000000j), (-0.045354+0.000000j), (-6.325234-0.000000j)
 (11.895000+0.000000j), (-0.003742-0.000000j), (-0.045493+0.000000j), (-6.321012-0.000000j)
 (11.896200+0.000000j), (-0.003853-0.000000j), (-0.045633-0.000000j), (-6.316934-0.000000j)
 (11.897500+0.000000j), (-0.003964-0.000000j), (-0.045773+0.000000j), (-6.313003-0.000000j)
 (11.898700+0.000000j), (-0.004074-0.000000j), (-0.045913+0.000000j), (-6.309221-0.000000j)
 (11.900000+0.000000j), (-0.004185-0.000000j), (-0.046052+0.000000j), (-6.305587+0.000000j)
 (11.901200+0.000000j), (-0.004296-0.000000j), (-0.046191+0.000000j), (-6.302103-0.000000j)
 (11.902500+0.000000j), (-0.004406-0.000000j), (-0.046331-0.000000j), (-6.298771-0.000000j)
 (11.903700+0.000000j), (-0.004516-0.000000j), (-0.046470+0.000000j), (-6.295591-0.000000j)
 (11.905000+0.000000j), (-0.004627-0.000000j), (-0.046608+0.000000j), (-6.292566-0.000000j)
 (11.906200+0.000000j), (-0.004737-0.000000j), (-0.046747+0.000000j), (-6.289696+0.000000j)
 (11.907500+0.000000j), (-0.004846-0.000000j), (-0.046886+0.000000j), (-6.286984+0.000000j)
 (11.908700+0.000000j), (-0.004956-0.000000j), (-0.047024+0.000000j), (-6.284431-0.000000j)
 (11.910000+0.000000j), (-0.005066-0.000000j), (-0.047163+0.000000j), (-6.282040-0.000000j)
 (11.911200+0.000000j), (-0.005176-0.000000j), (-0.047302+0.000000j), (-6.279810-0.000000j)
 (11.912500+0.000000j), (-0.005286-0.000000j), (-0.047441+0.000000j), (-6.277742+0.000000j)
 (11.913700+0.000000j), (-0.005395-0.000000j), (-0.047580+0.000000j), (-6.275835-0.000000j)
 (11.915000+0.000000j), (-0.005504-0.000000j), (-0.047720-0.000000j), (-6.274087-0.000000j)
 (11.916200+0.000000j), (-0.005614-0.000000j), (-0.047859+0.000000j), (-6.272495-0.000000j)
 (11.917500+0.000000j), (-0.005722-0.000000j), (-0.048000+0.000000j), (-6.271056-0.000000j)
 (11.918700+0.000000j), (-0.005830-0.000000j), (-0.048140+0.000000j), (-6.269766-0.000000j)
 (11.920000+0.000000j), (-0.005938-0.000000j), (-0.048281+0.000000j), (-6.268623+0.000000j)
 (11.921200+0.000000j), (-0.006044-0.000000j), (-0.048423+0.000000j), (-6.267622-0.000000j)
 (11.922500+0.000000j), (-0.006150-0.000000j), (-0.048565+0.000000j), (-6.266759+0.000000j)
 (11.923700+0.000000j), (-0.006254-0.000000j), (-0.048709+0.000000j), (-6.266029-0.000000j)
 (11.925000+0.000000j), (-0.006357-0.000000j), (-0.048852+0.000000j), (-6.265428-0.000000j)
 (11.926200+0.000000j), (-0.006459-0.000000j), (-0.048997+0.000000j), (-6.264952-0.000000j)
 (11.927500+0.000000j), (-0.006559-0.000000j), (-0.049142+0.000000j), (-6.264596-0.000000j)
 (11.928700+0.000000j), (-0.006657-0.000000j), (-0.049288+0.000000j), (-6.264358+0.000000j)
 (11.930000+0.000000j), (-0.006753-0.000000j), (-0.049435+0.000000j), (-6.264235-0.000000j)
 (11.931200+0.000000j), (-0.006848-0.000000j), (-0.049582+0.000000j), (-6.264224-0.000000j)
 (11.932500+0.000000j), (-0.006942-0.000000j), (-0.049730+0.000000j), (-6.264323-0.000000j)
 (11.933700+0.000000j), (-0.007033-0.000000j), (-0.049877-0.000000j), (-6.264532-0.000000j)
 (11.935000+0.000000j), (-0.007124-0.000000j), (-0.050025+0.000000j), (-6.264847-0.000000j)
 (11.936200+0.000000j), (-0.007213-0.000000j), (-0.050173+0.000000j), (-6.265267-0.000000j)
 (11.937500+0.000000j), (-0.007301-0.000000j), (-0.050320+0.000000j), (-6.265787-0.000000j)
 (11.938700+0.000000j), (-0.007388-0.000000j), (-0.050466+0.000000j), (-6.266404-0.000000j)
 (11.940000+0.000000j), (-0.007474-0.000000j), (-0.050613-0.000000j), (-6.267116-0.000000j)
 (11.941200+0.000000j), (-0.007560-0.000000j), (-0.050758+0.000000j), (-6.267919+0.000000j)
 (11.942500+0.000000j), (-0.007644-0.000000j), (-0.050904+0.000000j), (-6.268811-0.000000j)
 (11.943700+0.000000j), (-0.007728-0.000000j), (-0.051049+0.000000j), (-6.269791-0.000000j)
 (11.945000+0.000000j), (-0.007811-0.000000j), (-0.051193+0.000000j), (-6.270855-0.000000j)
 (11.946200+0.000000j), (-0.007892-0.000000j), (-0.051337+0.000000j), (-6.272000-0.000000j)
 (11.947500+0.000000j), (-0.007973-0.000000j), (-0.051480+0.000000j), (-6.273223-0.000000j)
 (11.948700+0.000000j), (-0.008052-0.000000j), (-0.051624+0.000000j), (-6.274521-0.000000j)
 (11.950000+0.000000j), (-0.008131-0.000000j), (-0.051767+0.000000j), (-6.275890-0.000000j)
 (11.951200+0.000000j), (-0.008207-0.000000j), (-0.051909+0.000000j), (-6.277327-0.000000j)
 (11.952500+0.000000j), (-0.008283-0.000000j), (-0.052052+0.000000j), (-6.278829+0.000000j)
 (11.953700+0.000000j), (-0.008357-0.000000j), (-0.052194+0.000000j), (-6.280393-0.000000j)
 (11.955000+0.000000j), (-0.008430-0.000000j), (-0.052335+0.000000j), (-6.282017-0.000000j)
 (11.956200+0.000000j), (-0.008502-0.000000j), (-0.052477+0.000000j), (-6.283698-0.000000j)
 (11.957500+0.000000j), (-0.008573-0.000000j), (-0.052617+0.000000j), (-6.285435+0.000000j)
 (11.958700+0.000000j), (-0.008643-0.000000j), (-0.052758+0.000000j), (-6.287226-0.000000j)
 (11.960000+0.000000j), (-0.008712-0.000000j), (-0.052897-0.000000j), (-6.289067-0.000000j)
 (11.961200+0.000000j), (-0.008780-0.000000j), (-0.053036-0.000000j), (-6.290958-0.000000j)
 (11.962500+0.000000j), (-0.008848-0.000000j), (-0.053175+0.000000j), (-6.292896-0.000000j)
 (11.963700+0.000000j), (-0.008914-0.000000j), (-0.053313+0.000000j), (-6.294879-0.000000j)
 (11.965000+0.000000j), (-0.008979-0.000000j), (-0.053450+0.000000j), (-6.296904-0.000000j)
 (11.966200+0.000000j), (-0.009043-0.000000j), (-0.053587+0.000000j), (-6.298971-0.000000j)
 (11.967500+0.000000j), (-0.009106-0.000000j), (-0.053723+0.000000j), (-6.301076-0.000000j)
 (11.968700+0.000000j), (-0.009168-0.000000j), (-0.053859-0.000000j), (-6.303218-0.000000j)
 (11.970000+0.000000j), (-0.009228-0.000000j), (-0.053994+0.000000j), (-6.305396+0.000000j)
 (11.971200+0.000000j), (-0.009288-0.000000j), (-0.054129+0.000000j), (-6.307608-0.000000j)
 (11.972500+0.000000j), (-0.009347-0.000000j), (-0.054263+0.000000j), (-6.309851-0.000000j)
 (11.973700+0.000000j), (-0.009404-0.000000j), (-0.054396+0.000000j), (-6.312125-0.000000j)
 (11.975000+0.000000j), (-0.009461-0.000000j), (-0.054528+0.000000j), (-6.314428-0.000000j)
 (11.976200+0.000000j), (-0.009517-0.000000j), (-0.054659+0.000000j), (-6.316761+0.000000j)
 (11.977500+0.000000j), (-0.009572-0.000000j), (-0.054789+0.000000j), (-6.319124-0.000000j)
 (11.978700+0.000000j), (-0.009627-0.000000j), (-0.054918+0.000000j), (-6.321521-0.000000j)
 (11.980000+0.000000j), (-0.009681-0.000000j), (-0.055046+0.000000j), (-6.323954-0.000000j)
 (11.981200+0.000000j), (-0.009734-0.000000j), (-0.055173+0.000000j), (-6.326426+0.000000j)
 (11.982500+0.000000j), (-0.009787-0.000000j), (-0.055298+0.000000j), (-6.328937-0.000000j)
 (11.983700+0.000000j), (-0.009840-0.000000j), (-0.055423+0.000000j), (-6.331486-0.000000j)
 (11.985000+0.000000j), (-0.009893-0.000000j), (-0.055546+0.000000j), (-6.334070-0.000000j)
 (11.986200+0.000000j), (-0.009946-0.000000j), (-0.055668+0.000000j), (-6.336685-0.000000j)
 (11.987500+0.000000j), (-0.009998-0.000000j), (-0.055789+0.000000j), (-6.339325-0.000000j)
 (11.988700+0.000000j), (-0.010051-0.000000j), (-0.055909+0.000000j), (-6.341987-0.000000j)
 (11.990000+0.000000j), (-0.010104-0.000000j), (-0.056029-0.000000j), (-6.344670-0.000000j)
 (11.991200+0.000000j), (-0.010158-0.000000j), (-0.056148+0.000000j), (-6.347372-0.000000j)
 (11.992500+0.000000j), (-0.010212-0.000000j), (-0.056266+0.000000j), (-6.350093+0.000000j)
 (11.993700+0.000000j), (-0.010267-0.000000j), (-0.056385+0.000000j), (-6.352834-0.000000j)
 (11.995000+0.000000j), (-0.010322-0.000000j), (-0.056502-0.000000j), (-6.355596-0.000000j)
 (11.996200+0.000000j), (-0.010379-0.000000j), (-0.056620+0.000000j), (-6.358379-0.000000j)
 (11.997500+0.000000j), (-0.010438-0.000000j), (-0.056737+0.000000j), (-6.361186-0.000000j)
 (11.998700+0.000000j), (-0.010497-0.000000j), (-0.056854+0.000000j), (-6.364017-0.000000j)
 (12.000000+0.000000j), (-0.010558-0.000000j), (-0.056971+0.000000j), (-6.366875-0.000000j)
 (12.001200+0.000000j), (-0.010620-0.000000j), (-0.057088+0.000000j), (-6.369763-0.000000j)
 (12.002500+0.000000j), (-0.010684-0.000000j), (-0.057204+0.000000j), (-6.372682-0.000000j)
 (12.003700+0.000000j), (-0.010750-0.000000j), (-0.057319+0.000000j), (-6.375637+0.000000j)
 (12.005000+0.000000j), (-0.010817-0.000000j), (-0.057435+0.000000j), (-6.378632-0.000000j)
 (12.006200+0.000000j), (-0.010886-0.000000j), (-0.057550+0.000000j), (-6.381669-0.000000j)
 (12.007500+0.000000j), (-0.010957-0.000000j), (-0.057665+0.000000j), (-6.384754-0.000000j)
 (12.008700+0.000000j), (-0.011030-0.000000j), (-0.057779-0.000000j), (-6.387892-0.000000j)
 (12.010000+0.000000j), (-0.011104-0.000000j), (-0.057893+0.000000j), (-6.391088+0.000000j)
 (12.011200+0.000000j), (-0.011181-0.000000j), (-0.058008-0.000000j), (-6.394347-0.000000j)
 (12.012500+0.000000j), (-0.011260-0.000000j), (-0.058122+0.000000j), (-6.397675-0.000000j)
 (12.013700+0.000000j), (-0.011340-0.000000j), (-0.058236+0.000000j), (-6.401078+0.000000j)
 (12.015000+0.000000j), (-0.011423-0.000000j), (-0.058350-0.000000j), (-6.404560-0.000000j)
 (12.016200+0.000000j), (-0.011508-0.000000j), (-0.058464+0.000000j), (-6.408128-0.000000j)
 (12.017500+0.000000j), (-0.011595-0.000000j), (-0.058578+0.000000j), (-6.411786-0.000000j)
 (12.018700+0.000000j), (-0.011683-0.000000j), (-0.058693+0.000000j), (-6.415542-0.000000j)
 (12.020000+0.000000j), (-0.011773-0.000000j), (-0.058809+0.000000j), (-6.419398-0.000000j)
 (12.021200+0.000000j), (-0.011865-0.000000j), (-0.058925+0.000000j), (-6.423361-0.000000j)
 (12.022500+0.000000j), (-0.011957-0.000000j), (-0.059042+0.000000j), (-6.427435-0.000000j)
 (12.023700+0.000000j), (-0.012050-0.000000j), (-0.059161+0.000000j), (-6.431624-0.000000j)
 (12.025000+0.000000j), (-0.012143-0.000000j), (-0.059281+0.000000j), (-6.435930-0.000000j)
 (12.026200+0.000000j), (-0.012236-0.000000j), (-0.059403+0.000000j), (-6.440358-0.000000j)
 (12.027500+0.000000j), (-0.012329-0.000000j), (-0.059526+0.000000j), (-6.444907-0.000000j)
 (12.028700+0.000000j), (-0.012421-0.000000j), (-0.059651+0.000000j), (-6.449578-0.000000j)
 (12.030000+0.000000j), (-0.012513-0.000000j), (-0.059778-0.000000j), (-6.454370-0.000000j)
 (12.031200+0.000000j), (-0.012604-0.000000j), (-0.059907+0.000000j), (-6.459280+0.000000j)
 (12.032500+0.000000j), (-0.012694-0.000000j), (-0.060038-0.000000j), (-6.464305-0.000000j)
 (12.033700+0.000000j), (-0.012784-0.000000j), (-0.060170-0.000000j), (-6.469442-0.000000j)
 (12.035000+0.000000j), (-0.012872-0.000000j), (-0.060304-0.000000j), (-6.474688-0.000000j)
 (12.036200+0.000000j), (-0.012960-0.000000j), (-0.060439+0.000000j), (-6.480040-0.000000j)
 (12.037500+0.000000j), (-0.013046-0.000000j), (-0.060575-0.000000j), (-6.485498-0.000000j)
 (12.038700+0.000000j), (-0.013132-0.000000j), (-0.060713-0.000000j), (-6.491058-0.000000j)
 (12.040000+0.000000j), (-0.013216-0.000000j), (-0.060851+0.000000j), (-6.496721-0.000000j)
 (12.041200+0.000000j), (-0.013300-0.000000j), (-0.060991+0.000000j), (-6.502484-0.000000j)
 (12.042500+0.000000j), (-0.013382-0.000000j), (-0.061130+0.000000j), (-6.508347-0.000000j)
 (12.043700+0.000000j), (-0.013462-0.000000j), (-0.061270+0.000000j), (-6.514309+0.000000j)
 (12.045000+0.000000j), (-0.013542-0.000000j), (-0.061410+0.000000j), (-6.520370+0.000000j)
 (12.046200+0.000000j), (-0.013620-0.000000j), (-0.061550+0.000000j), (-6.526530-0.000000j)
 (12.047500+0.000000j), (-0.013696-0.000000j), (-0.061689+0.000000j), (-6.532787-0.000000j)
 (12.048700+0.000000j), (-0.013772-0.000000j), (-0.061828-0.000000j), (-6.539143-0.000000j)
