 (11.537500+0.000000j), (1.172637+0.000000j), (9.211628-0.000000j), (-9.402518-0.000000j)
 (11.538800+0.000000j), (1.236813-0.000000j), (9.054598+0.000000j), (-9.334327+0.000000j)
 (11.540000+0.000000j), (1.477017+0.000000j), (9.082574-0.000000j), (-7.994906+0.000000j)
 (11.541300+0.000000j), (1.426996-0.000000j), (8.975350-0.000000j), (-8.109846-0.000000j)
 (11.542500+0.000000j), (0.799049+0.000000j), (8.095578-0.000000j), (-9.162460-0.000000j)
 (11.543800+0.000000j), (0.520935-0.000000j), (7.737871+0.000000j), (-10.120333-0.000000j)
 (11.545000+0.000000j), (0.366324-0.000000j), (7.169216+0.000000j), (-11.140425+0.000000j)
 (11.546300+0.000000j), (0.497556-0.000000j), (6.785728+0.000000j), (-12.097468-0.000000j)
 (11.547500+0.000000j), (2.418116+0.000000j), (5.802337-0.000000j), (-11.329873-0.000000j)
 (11.548800+0.000000j), (3.285292+0.000000j), (5.234178+0.000000j), (-11.550262+0.000000j)
 (11.550000+0.000000j), (3.608176+0.000000j), (4.328688-0.000000j), (-9.914135-0.000000j)
 (11.551300+0.000000j), (4.135507+0.000000j), (3.725196-0.000000j), (-9.746756+0.000000j)
 (11.552500+0.000000j), (4.537843-0.000000j), (3.086237+0.000000j), (-9.793490+0.000000j)
 (11.553800+0.000000j), (4.846522-0.000000j), (2.446438-0.000000j), (-10.177514-0.000000j)
 (11.555000+0.000000j), (3.162974+0.000000j), (0.990489+0.000000j), (-10.280885+0.000000j)
 (11.556300+0.000000j), (2.714340+0.000000j), (-0.013518-0.000000j), (-10.705249-0.000000j)
 (11.557600+0.000000j), (4.098046-0.000000j), (-0.435880+0.000000j), (-9.300189-0.000000j)
 (11.558800+0.000000j), (4.592582+0.000000j), (-1.242345-0.000000j), (-9.109191-0.000000j)
 (11.560100+0.000000j), (3.143862-0.000000j), (-2.501662-0.000000j), (-9.230026+0.000000j)
 (11.561300+0.000000j), (2.651384+0.000000j), (-3.771429-0.000000j), (-9.379839-0.000000j)
 (11.562600+0.000000j), (3.646292-0.000000j), (-4.360102+0.000000j), (-7.790892+0.000000j)
 (11.563800+0.000000j), (3.975936+0.000000j), (-5.569368+0.000000j), (-7.206051+0.000000j)
 (11.565100+0.000000j), (3.266173+0.000000j), (-5.258748-0.000000j), (-9.222423-0.000000j)
 (11.566300+0.000000j), (2.995497-0.000000j), (-6.035514-0.000000j), (-10.418037+0.000000j)
 (11.567600+0.000000j), (4.321613-0.000000j), (-4.642565+0.000000j), (-12.890698+0.000000j)
 (11.568800+0.000000j), (5.072209-0.000000j), (-4.569850-0.000000j), (-15.347166-0.000000j)
 (11.570100+0.000000j), (5.953268-0.000000j), (-2.986703+0.000000j), (-16.436419-0.000000j)
 (11.571300+0.000000j), (6.949876-0.000000j), (-2.299620-0.000000j), (-19.013937-0.000000j)
 (11.572600+0.000000j), (6.258147-0.000000j), (-2.841346+0.000000j), (-16.668354+0.000000j)
 (11.573800+0.000000j), (6.503836+0.000000j), (-3.126791-0.000000j), (-17.455149+0.000000j)
 (11.575100+0.000000j), (7.607932-0.000000j), (-2.722593-0.000000j), (-18.979026-0.000000j)
 (11.576300+0.000000j), (8.912056+0.000000j), (-2.750116-0.000000j), (-21.952689+0.000000j)
 (11.577600+0.000000j), (9.096152-0.000000j), (-1.515174+0.000000j), (-19.354377-0.000000j)
 (11.578800+0.000000j), (10.539084+0.000000j), (-0.703840-0.000000j), (-20.700657+0.000000j)
 (11.580100+0.000000j), (10.432932-0.000000j), (-1.579059-0.000000j), (-18.212283-0.000000j)
 (11.581300+0.000000j), (12.224078+0.000000j), (-1.889168+0.000000j), (-19.028042+0.000000j)
 (11.582600+0.000000j), (10.801291+0.000000j), (-1.584630-0.000000j), (-15.899728-0.000000j)
 (11.583800+0.000000j), (12.206211+0.000000j), (-1.514541+0.000000j), (-15.705647-0.000000j)
 (11.585100+0.000000j), (10.169036-0.000000j), (-2.189977-0.000000j), (-14.167083+0.000000j)
 (11.586300+0.000000j), (11.292083-0.000000j), (-3.004440-0.000000j), (-14.699106-0.000000j)
 (11.587600+0.000000j), (7.814460+0.000000j), (-2.133980+0.000000j), (-11.960587+0.000000j)
 (11.588800+0.000000j), (7.630569+0.000000j), (-2.238973+0.000000j), (-11.812119-0.000000j)
 (11.590100+0.000000j), (4.522561+0.000000j), (-1.449793-0.000000j), (-8.060496+0.000000j)
 (11.591400+0.000000j), (3.860238+0.000000j), (-1.222234+0.000000j), (-6.034681-0.000000j)
 (11.592600+0.000000j), (-0.557381-0.000000j), (-1.093345-0.000000j), (-4.475080+0.000000j)
 (11.593900+0.000000j), (-3.605936+0.000000j), (-1.408497-0.000000j), (-2.604715-0.000000j)
 (11.595100+0.000000j), (-5.817645-0.000000j), (0.421223+0.000000j), (-1.574582+0.000000j)
 (11.596400+0.000000j), (-9.451811-0.000000j), (1.915143+0.000000j), (0.681531+0.000000j)
 (11.597600+0.000000j), (-9.383328-0.000000j), (1.152128-0.000000j), (0.147223-0.000000j)
 (11.598900+0.000000j), (-11.983120+0.000000j), (1.238475+0.000000j), (1.913690+0.000000j)
 (11.600100+0.000000j), (-12.859072-0.000000j), (1.517664-0.000000j), (-1.059047+0.000000j)
 (11.601400+0.000000j), (-17.340782-0.000000j), (1.904967+0.000000j), (-2.987617+0.000000j)
 (11.602600+0.000000j), (-13.404382-0.000000j), (2.078644-0.000000j), (-2.066656-0.000000j)
 (11.603900+0.000000j), (-13.607313+0.000000j), (2.545970-0.000000j), (-3.419116-0.000000j)
 (11.605100+0.000000j), (-13.389585-0.000000j), (2.513099+0.000000j), (-0.258877-0.000000j)
 (11.606400+0.000000j), (-14.764328+0.000000j), (2.777684-0.000000j), (1.570153-0.000000j)
 (11.607600+0.000000j), (-13.892294+0.000000j), (2.886572+0.000000j), (1.886804-0.000000j)
 (11.608900+0.000000j), (-14.999952-0.000000j), (2.967791-0.000000j), (3.562607+0.000000j)
 (11.610100+0.000000j), (-14.008506+0.000000j), (3.670646+0.000000j), (2.864967+0.000000j)
 (11.611400+0.000000j), (-14.398091-0.000000j), (4.348127-0.000000j), (4.244324-0.000000j)
 (11.612600+0.000000j), (-14.248265+0.000000j), (4.577502+0.000000j), (2.549487+0.000000j)
 (11.613900+0.000000j), (-14.517397-0.000000j), (4.624823-0.000000j), (2.753294-0.000000j)
 (11.615100+0.000000j), (-15.276466+0.000000j), (6.682221+0.000000j), (0.886456+0.000000j)
 (11.616400+0.000000j), (-15.995720+0.000000j), (9.510938-0.000000j), (-1.213813-0.000000j)
 (11.617600+0.000000j), (-17.915793-0.000000j), (9.593481+0.000000j), (-0.161479+0.000000j)
 (11.618900+0.000000j), (-21.601319+0.000000j), (14.068844-0.000000j), (-0.309607+0.000000j)
 (11.620100+0.000000j), (-21.073294+0.000000j), (11.134925-0.000000j), (-0.965119+0.000000j)
 (11.621400+0.000000j), (-25.410662+0.000000j), (14.786654+0.000000j), (-2.634390-0.000000j)
 (11.622600+0.000000j), (-23.597799-0.000000j), (10.633024+0.000000j), (-2.146451-0.000000j)
 (11.623900+0.000000j), (-29.269323+0.000000j), (13.181129-0.000000j), (-4.015856-0.000000j)
 (11.625200+0.000000j), (-24.819342+0.000000j), (8.336415+0.000000j), (-3.148600-0.000000j)
 (11.626400+0.000000j), (-30.323974-0.000000j), (9.116376+0.000000j), (-6.131670-0.000000j)
 (11.627700+0.000000j), (-23.625649-0.000000j), (4.265744-0.000000j), (-3.398107+0.000000j)
 (11.628900+0.000000j), (-27.605256+0.000000j), (1.936223+0.000000j), (-5.395502+0.000000j)
 (11.630200+0.000000j), (-19.046220-0.000000j), (-0.477414-0.000000j), (-2.536406-0.000000j)
 (11.631400+0.000000j), (-17.850914+0.000000j), (-3.149626+0.000000j), (-4.246745+0.000000j)
 (11.632700+0.000000j), (-12.137088-0.000000j), (-5.412385+0.000000j), (-0.733589-0.000000j)
 (11.633900+0.000000j), (-8.695875+0.000000j), (-11.729844-0.000000j), (-1.269499+0.000000j)
 (11.635200+0.000000j), (-5.072991-0.000000j), (-9.133944+0.000000j), (2.041153+0.000000j)
 (11.636400+0.000000j), (0.675653-0.000000j), (-12.523339-0.000000j), (2.171352-0.000000j)
 (11.637700+0.000000j), (0.738291+0.000000j), (-10.057220+0.000000j), (5.765840-0.000000j)
 (11.638900+0.000000j), (5.418169-0.000000j), (-12.262838+0.000000j), (7.984881-0.000000j)
 (11.640200+0.000000j), (4.104917+0.000000j), (-9.972811-0.000000j), (10.158071+0.000000j)
 (11.641400+0.000000j), (7.441155-0.000000j), (-11.545535+0.000000j), (13.410128-0.000000j)
 (11.642700+0.000000j), (5.555500+0.000000j), (-9.084982-0.000000j), (13.795494+0.000000j)
 (11.643900+0.000000j), (6.946033+0.000000j), (-9.368020+0.000000j), (16.047694-0.000000j)
 (11.645200+0.000000j), (5.962466-0.000000j), (-7.621069-0.000000j), (16.591883+0.000000j)
 (11.646400+0.000000j), (7.137553+0.000000j), (-7.815727+0.000000j), (20.442472-0.000000j)
 (11.647700+0.000000j), (6.079616-0.000000j), (-5.813794+0.000000j), (18.006988+0.000000j)
 (11.648900+0.000000j), (5.649476-0.000000j), (-4.169519-0.000000j), (17.245693+0.000000j)
 (11.650200+0.000000j), (6.253406-0.000000j), (-3.968398+0.000000j), (17.357473-0.000000j)
 (11.651400+0.000000j), (6.889704+0.000000j), (-3.791197-0.000000j), (16.934447+0.000000j)
 (11.652700+0.000000j), (7.615340+0.000000j), (-2.865101+0.000000j), (17.971573-0.000000j)
 (11.653900+0.000000j), (8.815997-0.000000j), (-1.294763-0.000000j), (17.501537+0.000000j)
 (11.655200+0.000000j), (9.288462+0.000000j), (-1.501276-0.000000j), (19.968339-0.000000j)
 (11.656500+0.000000j), (10.180012-0.000000j), (-0.720301+0.000000j), (21.788753+0.000000j)
 (11.657700+0.000000j), (11.433273+0.000000j), (-0.777143+0.000000j), (23.521343-0.000000j)
 (11.659000+0.000000j), (14.789760-0.000000j), (1.357056-0.000000j), (25.512906-0.000000j)
 (11.660200+0.000000j), (13.809475-0.000000j), (-0.924822+0.000000j), (27.153319+0.000000j)
 (11.661500+0.000000j), (14.365304+0.000000j), (-2.640957-0.000000j), (29.390991-0.000000j)
 (11.662700+0.000000j), (14.780023+0.000000j), (-3.052279+0.000000j), (31.682414+0.000000j)
 (11.664000+0.000000j), (17.434077-0.000000j), (-3.587812+0.000000j), (36.647230-0.000000j)
 (11.665200+0.000000j), (16.744661+0.000000j), (-3.940934-0.000000j), (37.449837+0.000000j)
 (11.666500+0.000000j), (18.812329-0.000000j), (-4.458781+0.000000j), (43.435187-0.000000j)
 (11.667700+0.000000j), (17.426128+0.000000j), (-5.180178-0.000000j), (41.869837-0.000000j)
 (11.669000+0.000000j), (18.476412-0.000000j), (-7.777682+0.000000j), (46.626917-0.000000j)
 (11.670200+0.000000j), (16.968359+0.000000j), (-6.345548+0.000000j), (43.169151+0.000000j)
 (11.671500+0.000000j), (17.072801-0.000000j), (-6.216079-0.000000j), (45.552669+0.000000j)
 (11.672700+0.000000j), (16.092601+0.000000j), (-4.705248-0.000000j), (40.962500-0.000000j)
 (11.674000+0.000000j), (16.350829-0.000000j), (-3.178654-0.000000j), (39.603419+0.000000j)
 (11.675200+0.000000j), (15.796676-0.000000j), (-2.531844-0.000000j), (36.225454+0.000000j)
 (11.676500+0.000000j), (17.188108+0.000000j), (-1.129359+0.000000j), (33.802596-0.000000j)
 (11.677700+0.000000j), (15.656473-0.000000j), (-1.154663+0.000000j), (32.588398+0.000000j)
 (11.679000+0.000000j), (15.317283-0.000000j), (-0.042036+0.000000j), (32.895204+0.000000j)
 (11.680200+0.000000j), (13.976216+0.000000j), (-0.671287+0.000000j), (31.485876+0.000000j)
 (11.681500+0.000000j), (13.382149-0.000000j), (-0.265117-0.000000j), (31.908712-0.000000j)
 (11.682700+0.000000j), (12.394025+0.000000j), (-1.157200-0.000000j), (29.574886+0.000000j)
 (11.684000+0.000000j), (12.194355-0.000000j), (-1.114407+0.000000j), (27.877332+0.000000j)
 (11.685200+0.000000j), (10.873569-0.000000j), (-2.236701-0.000000j), (25.945481-0.000000j)
 (11.686500+0.000000j), (8.854410+0.000000j), (-2.538475+0.000000j), (24.032181-0.000000j)
 (11.687700+0.000000j), (8.953211-0.000000j), (-4.048256-0.000000j), (22.756036-0.000000j)
 (11.689000+0.000000j), (9.751905+0.000000j), (-5.169693+0.000000j), (21.061676+0.000000j)
 (11.690300+0.000000j), (9.447538-0.000000j), (-7.164529+0.000000j), (20.695930-0.000000j)
 (11.691500+0.000000j), (9.154881+0.000000j), (-10.568918-0.000000j), (20.712172+0.000000j)
 (11.692800+0.000000j), (9.143273-0.000000j), (-11.356644-0.000000j), (20.383541-0.000000j)
 (11.694000+0.000000j), (10.167455-0.000000j), (-12.922989+0.000000j), (21.320064+0.000000j)
 (11.695300+0.000000j), (9.508252+0.000000j), (-13.334783+0.000000j), (19.639420-0.000000j)
 (11.696500+0.000000j), (9.071779+0.000000j), (-15.202894-0.000000j), (17.580721+0.000000j)
 (11.697800+0.000000j), (8.317732-0.000000j), (-14.990680+0.000000j), (15.807143-0.000000j)
 (11.699000+0.000000j), (7.824534+0.000000j), (-16.037024+0.000000j), (13.570904-0.000000j)
 (11.700300+0.000000j), (7.307023-0.000000j), (-15.140171-0.000000j), (12.062566-0.000000j)
 (11.701500+0.000000j), (7.962349+0.000000j), (-15.019426+0.000000j), (9.840393+0.000000j)
 (11.702800+0.000000j), (6.508728+0.000000j), (-13.637857-0.000000j), (8.544793-0.000000j)
 (11.704000+0.000000j), (4.236326-0.000000j), (-12.377315+0.000000j), (5.686980+0.000000j)
 (11.705300+0.000000j), (2.830186+0.000000j), (-10.966235+0.000000j), (5.477774+0.000000j)
 (11.706500+0.000000j), (1.069765-0.000000j), (-9.646349-0.000000j), (5.390864-0.000000j)
 (11.707800+0.000000j), (-0.000750+0.000000j), (-8.208150+0.000000j), (5.445271-0.000000j)
 (11.709000+0.000000j), (-1.848829+0.000000j), (-6.328118-0.000000j), (5.175199+0.000000j)
 (11.710300+0.000000j), (-2.077691+0.000000j), (-4.943172-0.000000j), (4.758869-0.000000j)
 (11.711500+0.000000j), (-1.501672+0.000000j), (-2.588252-0.000000j), (2.533727+0.000000j)
 (11.712800+0.000000j), (-1.708525-0.000000j), (-1.738904-0.000000j), (2.624848-0.000000j)
 (11.714000+0.000000j), (-2.219382-0.000000j), (-0.083093+0.000000j), (2.407771+0.000000j)
 (11.715300+0.000000j), (-2.839549-0.000000j), (-0.484362-0.000000j), (3.422821-0.000000j)
 (11.716500+0.000000j), (-4.573404+0.000000j), (-1.923796-0.000000j), (4.727473-0.000000j)
 (11.717800+0.000000j), (-4.783586+0.000000j), (-3.051490-0.000000j), (6.612544+0.000000j)
 (11.719000+0.000000j), (-4.312943-0.000000j), (-4.148503+0.000000j), (10.194258-0.000000j)
 (11.720300+0.000000j), (-4.247927+0.000000j), (-6.116822-0.000000j), (11.961827-0.000000j)
 (11.721500+0.000000j), (-4.899064-0.000000j), (-10.599340-0.000000j), (13.952658-0.000000j)
 (11.722800+0.000000j), (-4.405236+0.000000j), (-12.624574+0.000000j), (14.575992+0.000000j)
 (11.724100+0.000000j), (-2.976450-0.000000j), (-14.740437-0.000000j), (14.023453-0.000000j)
 (11.725300+0.000000j), (-1.597892+0.000000j), (-15.690433+0.000000j), (13.458857+0.000000j)
 (11.726600+0.000000j), (1.518735-0.000000j), (-15.909558-0.000000j), (11.533042-0.000000j)
 (11.727800+0.000000j), (2.938952-0.000000j), (-15.795211+0.000000j), (9.961919+0.000000j)
 (11.729100+0.000000j), (4.082666-0.000000j), (-14.332101+0.000000j), (6.333652+0.000000j)
 (11.730300+0.000000j), (4.588901+0.000000j), (-13.368949-0.000000j), (4.064942-0.000000j)
 (11.731600+0.000000j), (3.715738+0.000000j), (-11.023062+0.000000j), (0.425712+0.000000j)
 (11.732800+0.000000j), (3.550019-0.000000j), (-9.789653-0.000000j), (-1.831926+0.000000j)
 (11.734100+0.000000j), (2.836978+0.000000j), (-8.458424+0.000000j), (-4.393069-0.000000j)
 (11.735300+0.000000j), (2.857441-0.000000j), (-7.464777-0.000000j), (-5.744057+0.000000j)
 (11.736600+0.000000j), (3.953308+0.000000j), (-6.541386+0.000000j), (-4.819180-0.000000j)
 (11.737800+0.000000j), (4.235806-0.000000j), (-5.753107-0.000000j), (-4.518074+0.000000j)
 (11.739100+0.000000j), (3.469832+0.000000j), (-5.514672+0.000000j), (-1.376859+0.000000j)
 (11.740300+0.000000j), (3.274751-0.000000j), (-4.616223+0.000000j), (-0.554017-0.000000j)
 (11.741600+0.000000j), (3.087838+0.000000j), (-2.187116-0.000000j), (-1.865329+0.000000j)
 (11.742800+0.000000j), (3.055660-0.000000j), (-0.833774-0.000000j), (-2.084898+0.000000j)
 (11.744100+0.000000j), (3.497981-0.000000j), (-1.441456+0.000000j), (-0.887497-0.000000j)
 (11.745300+0.000000j), (3.692735-0.000000j), (-1.096878-0.000000j), (-0.465831+0.000000j)
 (11.746600+0.000000j), (3.823933+0.000000j), (-2.033708-0.000000j), (0.268666+0.000000j)
 (11.747800+0.000000j), (4.103335-0.000000j), (-2.265944-0.000000j), (1.195833-0.000000j)
 (11.749100+0.000000j), (5.246308+0.000000j), (-4.449185+0.000000j), (6.014486-0.000000j)
 (11.750300+0.000000j), (6.087708+0.000000j), (-5.564253-0.000000j), (8.646796+0.000000j)
 (11.751600+0.000000j), (7.397902-0.000000j), (-7.965793+0.000000j), (9.266032+0.000000j)
 (11.752800+0.000000j), (8.634178+0.000000j), (-9.686874-0.000000j), (11.108887-0.000000j)
 (11.754100+0.000000j), (9.687208-0.000000j), (-11.691055+0.000000j), (14.323186-0.000000j)
 (11.755400+0.000000j), (11.069110+0.000000j), (-13.763646-0.000000j), (17.514490+0.000000j)
 (11.756600+0.000000j), (10.909708+0.000000j), (-15.430513-0.000000j), (20.043191+0.000000j)
 (11.757900+0.000000j), (11.773787+0.000000j), (-17.706817+0.000000j), (23.495168+0.000000j)
 (11.759100+0.000000j), (9.679509-0.000000j), (-17.030174+0.000000j), (21.112756-0.000000j)
 (11.760400+0.000000j), (9.413063-0.000000j), (-18.352477+0.000000j), (22.341341+0.000000j)
 (11.761600+0.000000j), (8.813944-0.000000j), (-16.297455-0.000000j), (19.688395+0.000000j)
 (11.762900+0.000000j), (8.765023+0.000000j), (-16.523777+0.000000j), (19.853745-0.000000j)
 (11.764100+0.000000j), (6.584751+0.000000j), (-14.140361+0.000000j), (16.600707-0.000000j)
 (11.765400+0.000000j), (5.441033-0.000000j), (-13.555699-0.000000j), (15.501655+0.000000j)
 (11.766600+0.000000j), (4.440114+0.000000j), (-11.840895-0.000000j), (13.043811-0.000000j)
 (11.767900+0.000000j), (3.353627-0.000000j), (-11.019109+0.000000j), (11.412996+0.000000j)
 (11.769100+0.000000j), (5.195615-0.000000j), (-9.577738-0.000000j), (12.788126-0.000000j)
 (11.770400+0.000000j), (5.896878+0.000000j), (-8.497545+0.000000j), (13.147891-0.000000j)
 (11.771600+0.000000j), (4.877769+0.000000j), (-8.093516-0.000000j), (15.444197+0.000000j)
 (11.772900+0.000000j), (4.429458-0.000000j), (-7.338596-0.000000j), (17.623257-0.000000j)
 (11.774100+0.000000j), (4.985713+0.000000j), (-7.301268+0.000000j), (16.624082-0.000000j)
 (11.775400+0.000000j), (5.179040-0.000000j), (-6.799643-0.000000j), (17.726328-0.000000j)
 (11.776600+0.000000j), (5.331978+0.000000j), (-7.612376+0.000000j), (16.791760+0.000000j)
 (11.777900+0.000000j), (5.485692+0.000000j), (-7.969320-0.000000j), (17.676897-0.000000j)
 (11.779100+0.000000j), (6.708285-0.000000j), (-8.492865+0.000000j), (16.978645+0.000000j)
 (11.780400+0.000000j), (7.958158+0.000000j), (-9.385766+0.000000j), (18.043271-0.000000j)
 (11.781600+0.000000j), (9.189944-0.000000j), (-8.113024-0.000000j), (16.692088+0.000000j)
 (11.782900+0.000000j), (11.815290+0.000000j), (-7.883126+0.000000j), (17.327651-0.000000j)
 (11.784100+0.000000j), (9.615037-0.000000j), (-8.442460-0.000000j), (17.163176+0.000000j)
 (11.785400+0.000000j), (10.527285+0.000000j), (-9.491583-0.000000j), (18.935636-0.000000j)
 (11.786600+0.000000j), (9.506794+0.000000j), (-8.966949-0.000000j), (18.126133+0.000000j)
 (11.787900+0.000000j), (11.092441-0.000000j), (-10.320403+0.000000j), (20.948961+0.000000j)
 (11.789200+0.000000j), (8.104135+0.000000j), (-7.710539+0.000000j), (16.245878-0.000000j)
 (11.790400+0.000000j), (8.340012-0.000000j), (-7.491918-0.000000j), (16.296924+0.000000j)
 (11.791700+0.000000j), (5.289994+0.000000j), (-5.689724-0.000000j), (12.655627-0.000000j)
 (11.792900+0.000000j), (4.271813-0.000000j), (-5.332909+0.000000j), (11.648293+0.000000j)
 (11.794200+0.000000j), (3.176230+0.000000j), (-2.476471+0.000000j), (9.075974+0.000000j)
 (11.795400+0.000000j), (3.544918-0.000000j), (-0.050865-0.000000j), (7.921413+0.000000j)
 (11.796700+0.000000j), (-0.887813+0.000000j), (0.229007-0.000000j), (4.438375-0.000000j)
 (11.797900+0.000000j), (-4.468699+0.000000j), (2.024825+0.000000j), (0.387994+0.000000j)
 (11.799200+0.000000j), (-4.048325-0.000000j), (2.069820+0.000000j), (2.251722-0.000000j)
 (11.800400+0.000000j), (-5.475382-0.000000j), (3.968177-0.000000j), (1.585108+0.000000j)
 (11.801700+0.000000j), (-6.281161-0.000000j), (3.031497-0.000000j), (1.501281-0.000000j)
 (11.802900+0.000000j), (-8.506772-0.000000j), (3.994525-0.000000j), (0.661724+0.000000j)
 (11.804200+0.000000j), (-7.834877-0.000000j), (4.058268+0.000000j), (1.016338-0.000000j)
 (11.805400+0.000000j), (-8.602114+0.000000j), (6.385729+0.000000j), (0.877443+0.000000j)
 (11.806700+0.000000j), (-9.949590+0.000000j), (3.904541-0.000000j), (1.360312+0.000000j)
 (11.807900+0.000000j), (-13.093664-0.000000j), (3.815042+0.000000j), (3.344382-0.000000j)
 (11.809200+0.000000j), (-11.943988+0.000000j), (3.289628-0.000000j), (0.277351+0.000000j)
 (11.810400+0.000000j), (-14.776443-0.000000j), (4.153709-0.000000j), (-0.405301-0.000000j)
 (11.811700+0.000000j), (-12.244156+0.000000j), (2.016420+0.000000j), (-2.232466+0.000000j)
 (11.812900+0.000000j), (-13.424046-0.000000j), (0.007334-0.000000j), (-3.872127-0.000000j)
 (11.814200+0.000000j), (-11.418478+0.000000j), (1.220487+0.000000j), (-4.473536+0.000000j)
 (11.815400+0.000000j), (-11.438543+0.000000j), (1.063078-0.000000j), (-6.096411+0.000000j)
 (11.816700+0.000000j), (-10.606053+0.000000j), (1.499753+0.000000j), (-6.320211-0.000000j)
 (11.817900+0.000000j), (-10.863015+0.000000j), (1.341011-0.000000j), (-8.712792+0.000000j)
 (11.819200+0.000000j), (-9.807131-0.000000j), (2.085125+0.000000j), (-6.915265-0.000000j)
 (11.820400+0.000000j), (-8.749191+0.000000j), (2.965978-0.000000j), (-6.536419+0.000000j)
 (11.821700+0.000000j), (-9.475925-0.000000j), (2.646121+0.000000j), (-7.080002+0.000000j)
 (11.823000+0.000000j), (-9.692521+0.000000j), (3.325064-0.000000j), (-7.627947-0.000000j)
 (11.824200+0.000000j), (-9.754545+0.000000j), (2.458717+0.000000j), (-7.890735-0.000000j)
 (11.825500+0.000000j), (-9.424622-0.000000j), (1.446478+0.000000j), (-8.606472+0.000000j)
 (11.826700+0.000000j), (-10.521236-0.000000j), (2.491491+0.000000j), (-8.678302+0.000000j)
 (11.828000+0.000000j), (-11.662263-0.000000j), (3.106863+0.000000j), (-9.046944-0.000000j)
 (11.829200+0.000000j), (-12.036513+0.000000j), (3.132153+0.000000j), (-9.660776+0.000000j)
 (11.830500+0.000000j), (-14.351858-0.000000j), (3.297525-0.000000j), (-10.761468-0.000000j)
 (11.831700+0.000000j), (-12.938147-0.000000j), (3.667246+0.000000j), (-11.032460-0.000000j)
 (11.833000+0.000000j), (-13.702819+0.000000j), (4.390421-0.000000j), (-13.029020+0.000000j)
 (11.834200+0.000000j), (-12.961150+0.000000j), (4.198738+0.000000j), (-11.660127-0.000000j)
 (11.835500+0.000000j), (-13.550099-0.000000j), (4.102842-0.000000j), (-10.929906+0.000000j)
 (11.836700+0.000000j), (-13.447467+0.000000j), (4.852723-0.000000j), (-12.192130+0.000000j)
 (11.838000+0.000000j), (-15.602435+0.000000j), (5.830907+0.000000j), (-14.415509-0.000000j)
 (11.839200+0.000000j), (-13.896667-0.000000j), (6.355922-0.000000j), (-13.706407-0.000000j)
 (11.840500+0.000000j), (-14.863162+0.000000j), (8.912185-0.000000j), (-15.003609+0.000000j)
 (11.841700+0.000000j), (-13.257145-0.000000j), (7.311790+0.000000j), (-14.019167-0.000000j)
 (11.843000+0.000000j), (-13.921736-0.000000j), (7.507712-0.000000j), (-14.499232+0.000000j)
 (11.844200+0.000000j), (-12.193717+0.000000j), (7.329829+0.000000j), (-13.914143-0.000000j)
 (11.845500+0.000000j), (-12.322866-0.000000j), (9.625942+0.000000j), (-13.958257+0.000000j)
 (11.846700+0.000000j), (-10.557370+0.000000j), (7.524462+0.000000j), (-14.212679-0.000000j)
 (11.848000+0.000000j), (-9.528129+0.000000j), (8.478120-0.000000j), (-15.954281+0.000000j)
 (11.849200+0.000000j), (-8.859621-0.000000j), (5.493484+0.000000j), (-14.668973-0.000000j)
 (11.850500+0.000000j), (-8.717764+0.000000j), (3.580504-0.000000j), (-14.911987-0.000000j)
 (11.851700+0.000000j), (-7.796056-0.000000j), (2.169277+0.000000j), (-13.713666+0.000000j)
 (11.853000+0.000000j), (-7.581399+0.000000j), (0.355425-0.000000j), (-13.244017-0.000000j)
 (11.854300+0.000000j), (-6.220007-0.000000j), (-0.857259+0.000000j), (-11.989103-0.000000j)
 (11.855500+0.000000j), (-4.449262-0.000000j), (-5.130476+0.000000j), (-8.585373+0.000000j)
 (11.856800+0.000000j), (-4.361185+0.000000j), (-3.127108-0.000000j), (-10.843497-0.000000j)
 (11.858000+0.000000j), (-3.454488+0.000000j), (-4.137131-0.000000j), (-11.625786-0.000000j)
 (11.859300+0.000000j), (-3.868680+0.000000j), (-1.969125+0.000000j), (-13.280894+0.000000j)
 (11.860500+0.000000j), (-4.346370+0.000000j), (-1.952698+0.000000j), (-14.470300-0.000000j)
 (11.861800+0.000000j), (-3.824557+0.000000j), (0.622149-0.000000j), (-16.173295-0.000000j)
 (11.863000+0.000000j), (-2.960043-0.000000j), (3.609006+0.000000j), (-19.186376+0.000000j)
 (11.864300+0.000000j), (-3.181094+0.000000j), (3.873323-0.000000j), (-19.449049-0.000000j)
 (11.865500+0.000000j), (-3.786528+0.000000j), (4.460719-0.000000j), (-21.866396+0.000000j)
 (11.866800+0.000000j), (-3.181960-0.000000j), (5.143110+0.000000j), (-21.348437+0.000000j)
 (11.868000+0.000000j), (-2.454774+0.000000j), (7.184542+0.000000j), (-23.704070+0.000000j)
 (11.869300+0.000000j), (-2.413528-0.000000j), (6.653265+0.000000j), (-21.844958-0.000000j)
 (11.870500+0.000000j), (-2.938804-0.000000j), (6.801789+0.000000j), (-21.753065+0.000000j)
 (11.871800+0.000000j), (-2.105568+0.000000j), (6.602467-0.000000j), (-20.246444+0.000000j)
 (11.873000+0.000000j), (-0.980566-0.000000j), (7.051735-0.000000j), (-19.708689+0.000000j)
 (11.874300+0.000000j), (-0.826084-0.000000j), (7.012651+0.000000j), (-18.993339-0.000000j)
 (11.875500+0.000000j), (-1.111458+0.000000j), (8.124980-0.000000j), (-19.819627-0.000000j)
